date,year,month,collisions,fatalities,serious_injuries,moderate_injuries,minor_injuries,total_injuries,weekend_collisions,weekend_fatalities,weekend_total_injuries,weekend_collision_share,weekend_fatality_share,weekend_injury_share,night_collisions,night_fatalities,night_total_injuries,peak_collisions,peak_fatalities,peak_total_injuries,night_collision_share,night_fatality_share,peak_collision_share,injuries_per_collision,fatalities_per_collision
2019-08-01,2019,8,7581.0,126.0,611.0,320.0,3570.0,4501.0,2111.0,50.0,1388.0,0.2784593061601372,0.3968253968253968,0.3083759164630082,1074.0,29.0,660.0,3359.0,53.0,2076.0,0.14166996438464582,0.23015873015873015,0.4430813876797256,0.5937211449676824,0.01662049861495845
2019-09-01,2019,9,7260.0,107.0,557.0,282.0,3399.0,4238.0,2045.0,40.0,1251.0,0.28168044077134985,0.37383177570093457,0.2951864086833412,1088.0,36.0,662.0,2989.0,34.0,1837.0,0.14986225895316804,0.3364485981308411,0.41170798898071626,0.5837465564738292,0.014738292011019285
2019-10-01,2019,10,6717.0,113.0,533.0,298.0,3287.0,4118.0,1558.0,35.0,1017.0,0.23194878666071161,0.30973451327433627,0.24696454589606606,852.0,35.0,592.0,2790.0,35.0,1756.0,0.12684234033050468,0.30973451327433627,0.41536400178651184,0.6130713115974393,0.016822986452285246
2019-11-01,2019,11,7037.0,130.0,648.0,330.0,3643.0,4621.0,2002.0,39.0,1367.0,0.28449623419070624,0.3,0.2958234148452716,998.0,54.0,697.0,2930.0,42.0,1956.0,0.14182179906210032,0.4153846153846154,0.41637061247690776,0.6566718772204064,0.01847378144095495
2019-12-01,2019,12,7886.0,156.0,748.0,370.0,4329.0,5447.0,2315.0,70.0,1731.0,0.2935582044128836,0.44871794871794873,0.31778960895906005,1248.0,62.0,959.0,3063.0,45.0,2152.0,0.15825513568348973,0.3974358974358974,0.3884098402231803,0.6907177276185645,0.019781891960436216
2020-01-01,2020,1,7326.0,158.0,716.0,403.0,4039.0,5158.0,1827.0,55.0,1421.0,0.2493857493857494,0.34810126582278483,0.2754943776657619,1280.0,59.0,946.0,2828.0,34.0,1978.0,0.17472017472017473,0.37341772151898733,0.38602238602238603,0.704067704067704,0.021567021567021567
2020-02-01,2020,2,6775.0,166.0,720.0,363.0,3854.0,4937.0,2227.0,81.0,1777.0,0.3287084870848708,0.4879518072289157,0.35993518330970226,1175.0,62.0,932.0,2513.0,42.0,1842.0,0.17343173431734318,0.37349397590361444,0.37092250922509223,0.7287084870848709,0.024501845018450184
2020-03-01,2020,3,5939.0,154.0,593.0,309.0,2877.0,3779.0,1589.0,54.0,1097.0,0.26755346017848125,0.35064935064935066,0.2902884360942048,800.0,41.0,532.0,2418.0,52.0,1639.0,0.13470281192119885,0.2662337662337662,0.4071392490318235,0.636302407812763,0.02593029129483078
2020-04-01,2020,4,3757.0,97.0,387.0,184.0,1794.0,2365.0,910.0,35.0,637.0,0.2422145328719723,0.36082474226804123,0.2693446088794926,332.0,18.0,216.0,1521.0,38.0,1047.0,0.08836837902581847,0.18556701030927836,0.40484429065743943,0.6294916156507852,0.025818472185254192
2020-05-01,2020,5,4101.0,109.0,412.0,225.0,1799.0,2436.0,1259.0,42.0,789.0,0.3069982930992441,0.3853211009174312,0.32389162561576357,405.0,27.0,201.0,1645.0,50.0,1064.0,0.09875640087783467,0.24770642201834864,0.4011216776396001,0.5940014630577908,0.0265788831992197
2020-06-01,2020,6,4045.0,117.0,367.0,213.0,1915.0,2495.0,981.0,39.0,636.0,0.24252163164400495,0.3333333333333333,0.25490981963927856,397.0,21.0,256.0,1746.0,44.0,1152.0,0.09814585908529048,0.1794871794871795,0.43164400494437577,0.6168108776266996,0.028924598269468478
2020-07-01,2020,7,4177.0,91.0,380.0,199.0,1776.0,2355.0,964.0,33.0,576.0,0.23078764663634188,0.3626373626373626,0.2445859872611465,395.0,21.0,221.0,1778.0,38.0,1108.0,0.09456547761551352,0.23076923076923078,0.42566435240603306,0.5638017716064161,0.021785970792434762
2020-08-01,2020,8,4834.0,104.0,506.0,251.0,2374.0,3131.0,1444.0,45.0,1005.0,0.29871741828713283,0.4326923076923077,0.32098371127435327,495.0,16.0,304.0,2013.0,58.0,1420.0,0.10239966901117087,0.15384615384615385,0.4164253206454282,0.6477037649979314,0.0215142738932561
2020-09-01,2020,9,4977.0,103.0,526.0,262.0,2432.0,3220.0,1161.0,26.0,830.0,0.2332730560578662,0.2524271844660194,0.2577639751552795,590.0,30.0,417.0,2025.0,46.0,1363.0,0.11854530841872614,0.2912621359223301,0.40687160940325495,0.6469760900140648,0.020695197910387785
2020-10-01,2020,10,5774.0,129.0,556.0,286.0,2922.0,3764.0,1496.0,56.0,1082.0,0.25909248354693454,0.43410852713178294,0.28746014877789583,762.0,34.0,510.0,2312.0,40.0,1655.0,0.1319709040526498,0.26356589147286824,0.400415656390717,0.6518877727745064,0.022341531001039142
2020-11-01,2020,11,6015.0,121.0,613.0,341.0,3091.0,4045.0,1711.0,47.0,1284.0,0.28445552784704903,0.3884297520661157,0.3174289245982695,894.0,36.0,622.0,2433.0,37.0,1688.0,0.1486284289276808,0.2975206611570248,0.40448877805486283,0.6724854530340815,0.020116375727348295
2020-12-01,2020,12,6987.0,136.0,654.0,342.0,3422.0,4418.0,1514.0,50.0,1092.0,0.21668813510805782,0.36764705882352944,0.24717066545948393,946.0,30.0,635.0,2855.0,55.0,1776.0,0.1353943037068842,0.22058823529411764,0.40861600114498353,0.6323171604408186,0.019464720194647202
2021-01-01,2021,1,6053.0,114.0,618.0,345.0,3225.0,4188.0,1468.0,36.0,1101.0,0.24252436808194283,0.3157894736842105,0.2628939828080229,660.0,32.0,481.0,2513.0,38.0,1768.0,0.10903684123575087,0.2807017543859649,0.41516603337188174,0.691888319841401,0.018833636213447878
2021-02-01,2021,2,5302.0,120.0,527.0,310.0,2772.0,3609.0,1278.0,30.0,917.0,0.24104111655978877,0.25,0.2540870047104461,655.0,31.0,474.0,2145.0,44.0,1470.0,0.12353828743870238,0.25833333333333336,0.4045643153526971,0.6806865333836288,0.022632968691059976
2021-03-01,2021,3,5847.0,133.0,542.0,314.0,2818.0,3674.0,1031.0,40.0,747.0,0.17632974174790492,0.3007518796992481,0.20332063146434404,687.0,34.0,424.0,2441.0,48.0,1599.0,0.11749615187275526,0.2556390977443609,0.41747904908500083,0.6283564220968018,0.022746707713357277
2021-04-01,2021,4,4975.0,100.0,545.0,265.0,2375.0,3185.0,1004.0,26.0,660.0,0.20180904522613066,0.26,0.20722135007849293,513.0,16.0,305.0,2288.0,41.0,1544.0,0.10311557788944724,0.16,0.4598994974874372,0.6402010050251257,0.020100502512562814
2021-05-01,2021,5,6394.0,150.0,629.0,341.0,3043.0,4013.0,1679.0,50.0,1096.0,0.26258992805755393,0.3333333333333333,0.2731123847495639,662.0,26.0,428.0,2785.0,75.0,1906.0,0.10353456365342509,0.17333333333333334,0.435564591804817,0.6276196434157022,0.023459493274945262
2021-06-01,2021,6,6530.0,134.0,682.0,359.0,3033.0,4074.0,1486.0,43.0,961.0,0.22756508422664626,0.3208955223880597,0.23588610702012763,740.0,37.0,440.0,2811.0,48.0,1810.0,0.11332312404287902,0.27611940298507465,0.43047473200612557,0.6238897396630935,0.020520673813169986
2021-07-01,2021,7,7402.0,177.0,704.0,401.0,3647.0,4752.0,1996.0,66.0,1399.0,0.2696568495001351,0.3728813559322034,0.2944023569023569,955.0,42.0,662.0,3160.0,79.0,2114.0,0.12901918400432316,0.23728813559322035,0.4269116455012159,0.6419886517157525,0.023912456092947853
2021-08-01,2021,8,7439.0,158.0,726.0,358.0,3486.0,4570.0,2141.0,48.0,1442.0,0.2878075010082,0.3037974683544304,0.31553610503282276,1036.0,34.0,699.0,3118.0,69.0,1964.0,0.13926603038042748,0.21518987341772153,0.4191423578437962,0.6143298830487969,0.021239413899717705
2021-09-01,2021,9,7183.0,141.0,725.0,330.0,3635.0,4690.0,1912.0,59.0,1406.0,0.26618404566337184,0.41843971631205673,0.2997867803837953,1026.0,35.0,686.0,2962.0,46.0,2059.0,0.1428372546289851,0.24822695035460993,0.41236252262285955,0.6529305304190449,0.019629681191702632
2021-10-01,2021,10,7769.0,131.0,782.0,390.0,3801.0,4973.0,2510.0,68.0,1815.0,0.3230789033337624,0.5190839694656488,0.36497084254976875,1239.0,41.0,847.0,3095.0,42.0,2020.0,0.15947998455399665,0.31297709923664124,0.3983781696486034,0.6401081220234265,0.01686188698674218
2021-11-01,2021,11,7769.0,151.0,807.0,357.0,3895.0,5059.0,2065.0,45.0,1536.0,0.2657999742566611,0.2980132450331126,0.3036173156750346,1241.0,51.0,823.0,3161.0,49.0,2154.0,0.15973741794310722,0.33774834437086093,0.4068734714892522,0.6511777577551808,0.019436220877847857
2021-12-01,2021,12,8088.0,179.0,816.0,372.0,3953.0,5141.0,2086.0,62.0,1538.0,0.2579129574678536,0.3463687150837989,0.29916358685080724,1350.0,63.0,971.0,3173.0,53.0,2008.0,0.16691394658753708,0.35195530726256985,0.3923095944609298,0.6356330365974283,0.022131552917903065
2022-01-01,2022,1,7180.0,178.0,768.0,420.0,3739.0,4927.0,2453.0,87.0,1899.0,0.3416434540389972,0.4887640449438202,0.3854272376699817,1296.0,53.0,989.0,2798.0,65.0,1866.0,0.18050139275766017,0.29775280898876405,0.3896935933147632,0.6862116991643454,0.02479108635097493
2022-02-01,2022,2,6334.0,148.0,683.0,345.0,3304.0,4332.0,1855.0,58.0,1342.0,0.292863909062204,0.3918918918918919,0.3097876269621422,1075.0,58.0,791.0,2418.0,33.0,1668.0,0.16971897694979476,0.3918918918918919,0.3817492895484686,0.6839280075781496,0.023365961477739186
2022-03-01,2022,3,8172.0,149.0,766.0,364.0,3726.0,4856.0,1936.0,49.0,1247.0,0.23690651003426333,0.3288590604026846,0.25679571663920925,1169.0,49.0,772.0,3511.0,55.0,2214.0,0.14304943710230053,0.3288590604026846,0.429637787567303,0.5942241801272639,0.018232990699951053
2022-04-01,2022,4,7978.0,133.0,775.0,328.0,3693.0,4796.0,2218.0,55.0,1470.0,0.2780145399849586,0.41353383458646614,0.3065054211843203,1129.0,49.0,727.0,3610.0,43.0,2240.0,0.14151416395086489,0.3684210526315789,0.4524943594885936,0.6011531712208573,0.016670844823263975
2022-05-01,2022,5,7664.0,168.0,762.0,388.0,3313.0,4463.0,2086.0,59.0,1358.0,0.27218162839248433,0.35119047619047616,0.30427963253416984,1122.0,36.0,715.0,3374.0,76.0,2035.0,0.14639874739039666,0.21428571428571427,0.44024008350730687,0.5823329853862212,0.021920668058455117
2022-06-01,2022,6,7302.0,154.0,682.0,334.0,3179.0,4195.0,1934.0,50.0,1160.0,0.2648589427554095,0.3246753246753247,0.2765196662693683,1167.0,55.0,682.0,3085.0,65.0,1899.0,0.1598192276088743,0.35714285714285715,0.4224869898657902,0.5745001369487811,0.02109011229800055
2022-07-01,2022,7,7048.0,139.0,682.0,337.0,3211.0,4230.0,2189.0,60.0,1391.0,0.31058456299659476,0.4316546762589928,0.3288416075650118,1176.0,33.0,782.0,2935.0,56.0,1796.0,0.16685584562996594,0.23741007194244604,0.4164301929625426,0.6001702610669694,0.019721906923950056
2022-08-01,2022,8,7057.0,143.0,681.0,293.0,3144.0,4118.0,1928.0,56.0,1264.0,0.27320391101034436,0.3916083916083916,0.30694511898980087,1040.0,47.0,656.0,3031.0,57.0,1840.0,0.14737140427943884,0.32867132867132864,0.4295026215105569,0.5835340796372396,0.02026356808842284
2022-09-01,2022,9,6846.0,147.0,661.0,323.0,3110.0,4094.0,1821.0,58.0,1225.0,0.2659947414548642,0.3945578231292517,0.2992183683439179,1037.0,58.0,680.0,2807.0,43.0,1778.0,0.15147531405200118,0.3945578231292517,0.4100204498977505,0.598013438504236,0.02147239263803681
2022-10-01,2022,10,6861.0,124.0,701.0,344.0,3180.0,4225.0,2285.0,56.0,1530.0,0.3330418306369334,0.45161290322580644,0.3621301775147929,1054.0,36.0,689.0,2848.0,43.0,1795.0,0.15362192100276928,0.2903225806451613,0.415099839673517,0.6157994461448768,0.018073167176796384
2022-11-01,2022,11,6535.0,132.0,645.0,316.0,3041.0,4002.0,1659.0,71.0,1105.0,0.2538638102524866,0.5378787878787878,0.276111944027986,1003.0,42.0,675.0,2762.0,39.0,1726.0,0.15348125478194338,0.3181818181818182,0.42264728385615913,0.6123947972456006,0.020198928844682478
2022-12-01,2022,12,7073.0,130.0,730.0,349.0,3273.0,4352.0,1957.0,41.0,1337.0,0.2766859889721476,0.3153846153846154,0.30721507352941174,1184.0,47.0,863.0,2791.0,37.0,1758.0,0.16739714406899478,0.36153846153846153,0.39459917998020644,0.6152976106319807,0.018379753994061925
2023-01-01,2023,1,6346.0,142.0,745.0,372.0,3149.0,4266.0,1915.0,66.0,1448.0,0.3017648912700914,0.4647887323943662,0.3394280356305673,1198.0,55.0,858.0,2473.0,38.0,1690.0,0.1887803340687047,0.3873239436619718,0.38969429561928776,0.6722344784115979,0.022376300031515917
2023-02-01,2023,2,5814.0,151.0,642.0,319.0,2837.0,3798.0,1689.0,51.0,1220.0,0.29050567595459237,0.33774834437086093,0.32122169562927855,1027.0,54.0,682.0,2205.0,54.0,1536.0,0.17664258685930512,0.3576158940397351,0.37925696594427244,0.653250773993808,0.025971792225662194
2023-03-01,2023,3,7342.0,147.0,707.0,310.0,3251.0,4268.0,1724.0,47.0,1061.0,0.2348134023426859,0.3197278911564626,0.2485941893158388,1029.0,52.0,654.0,3142.0,44.0,1955.0,0.140152546989921,0.35374149659863946,0.4279487877962408,0.5813129937346772,0.020021792427131573
2023-04-01,2023,4,6671.0,172.0,658.0,308.0,2923.0,3889.0,2093.0,90.0,1295.0,0.31374606505771246,0.5232558139534884,0.3329904859861147,1001.0,65.0,681.0,2923.0,58.0,1724.0,0.15005246589716684,0.37790697674418605,0.43816519262479386,0.5829710688052766,0.02578324089341928
2023-05-01,2023,5,6976.0,136.0,696.0,333.0,3048.0,4077.0,1732.0,32.0,1107.0,0.24827981651376146,0.23529411764705882,0.271523178807947,978.0,28.0,608.0,3076.0,68.0,1864.0,0.14019495412844038,0.20588235294117646,0.44094036697247707,0.5844323394495413,0.0194954128440367
2023-06-01,2023,6,6678.0,145.0,612.0,307.0,2798.0,3717.0,1623.0,48.0,941.0,0.24303683737646,0.3310344827586207,0.2531611514662362,992.0,45.0,595.0,2917.0,57.0,1693.0,0.1485474693021863,0.3103448275862069,0.4368074273734651,0.5566037735849056,0.0217130877508236
2023-07-01,2023,7,6600.0,132.0,567.0,318.0,2878.0,3763.0,2181.0,48.0,1355.0,0.33045454545454545,0.36363636363636365,0.3600850385330853,1015.0,45.0,622.0,2843.0,60.0,1664.0,0.15378787878787878,0.3409090909090909,0.4307575757575758,0.5701515151515152,0.02
2023-08-01,2023,8,6631.0,124.0,536.0,253.0,2828.0,3617.0,1669.0,53.0,1031.0,0.2516965766852662,0.4274193548387097,0.28504285319325406,920.0,31.0,573.0,2993.0,46.0,1655.0,0.13874227115065602,0.25,0.45136480168903637,0.5454682551651334,0.01870004524204494
2023-09-01,2023,9,6523.0,122.0,572.0,273.0,2808.0,3653.0,1798.0,47.0,1115.0,0.27564004292503447,0.38524590163934425,0.3052285792499316,1009.0,41.0,618.0,2718.0,46.0,1561.0,0.15468342787061168,0.3360655737704918,0.4166794419745516,0.5600183964433543,0.01870305074352292
2023-10-01,2023,10,6346.0,108.0,576.0,258.0,2720.0,3554.0,1773.0,54.0,1101.0,0.27938859123857546,0.5,0.30979178390545864,943.0,40.0,616.0,2659.0,38.0,1464.0,0.14859754175858808,0.37037037037037035,0.41900409706901987,0.5600378190986448,0.017018594390167036
2023-11-01,2023,11,5984.0,112.0,542.0,263.0,2474.0,3279.0,1508.0,38.0,906.0,0.2520053475935829,0.3392857142857143,0.27630375114364136,874.0,43.0,565.0,2483.0,42.0,1372.0,0.14605614973262032,0.38392857142857145,0.4149398395721925,0.5479612299465241,0.01871657754010695
2023-12-01,2023,12,6327.0,144.0,674.0,300.0,2824.0,3798.0,1874.0,44.0,1267.0,0.29619092776987516,0.3055555555555556,0.33359662980516064,1034.0,51.0,729.0,2510.0,50.0,1511.0,0.16342658447921607,0.3541666666666667,0.3967125019756599,0.6002844950213371,0.02275960170697013
2024-01-01,2024,1,6086.0,123.0,630.0,364.0,2881.0,3875.0,1499.0,50.0,1128.0,0.24630299046993098,0.4065040650406504,0.2910967741935484,1009.0,42.0,797.0,2409.0,40.0,1528.0,0.16579033848176142,0.34146341463414637,0.3958264870193888,0.6367071968452185,0.02021031876437726
2024-02-01,2024,2,5701.0,140.0,609.0,320.0,2640.0,3569.0,1538.0,45.0,1161.0,0.26977723206455007,0.32142857142857145,0.3253012048192771,971.0,42.0,672.0,2216.0,51.0,1418.0,0.1703209963164357,0.3,0.3887037361866339,0.6260305209612349,0.02455709524644799
2024-03-01,2024,3,6691.0,134.0,623.0,289.0,2878.0,3790.0,1877.0,56.0,1242.0,0.28052607980869826,0.417910447761194,0.32770448548812664,985.0,39.0,665.0,2825.0,46.0,1580.0,0.1472126737408459,0.291044776119403,0.42220893737856824,0.566432521297265,0.020026901808399344
2024-04-01,2024,4,6509.0,113.0,624.0,264.0,2834.0,3722.0,1462.0,46.0,894.0,0.22461207558764787,0.40707964601769914,0.24019344438473939,835.0,38.0,479.0,3062.0,43.0,1824.0,0.12828391457981256,0.336283185840708,0.47042556460285756,0.5718236288216316,0.017360577661699187
2024-05-01,2024,5,6712.0,112.0,562.0,244.0,2779.0,3585.0,1571.0,44.0,942.0,0.23405840286054827,0.39285714285714285,0.26276150627615064,918.0,41.0,551.0,3010.0,42.0,1676.0,0.1367699642431466,0.36607142857142855,0.44845053635280097,0.5341179976162098,0.0166865315852205
2024-06-01,2024,6,6277.0,94.0,575.0,261.0,2601.0,3437.0,1953.0,33.0,1173.0,0.31113589294248845,0.35106382978723405,0.3412860052371254,956.0,26.0,563.0,2761.0,40.0,1579.0,0.1523020551218735,0.2765957446808511,0.4398598056396368,0.5475545642823004,0.014975306675163294
2024-07-01,2024,7,6280.0,126.0,580.0,250.0,2652.0,3482.0,1539.0,38.0,946.0,0.24506369426751592,0.30158730158730157,0.2716829408385985,859.0,26.0,464.0,2744.0,59.0,1640.0,0.13678343949044586,0.20634920634920634,0.4369426751592357,0.5544585987261147,0.020063694267515923
2024-08-01,2024,8,6381.0,114.0,507.0,226.0,2399.0,3132.0,1737.0,49.0,953.0,0.27221438645980256,0.4298245614035088,0.30427841634738184,894.0,32.0,443.0,2866.0,37.0,1485.0,0.14010343206393983,0.2807017543859649,0.44914590189625453,0.4908321579689704,0.017865538316878232
2024-09-01,2024,9,6073.0,122.0,538.0,265.0,2599.0,3402.0,1683.0,43.0,1091.0,0.27712827268236456,0.3524590163934426,0.32069370958259846,945.0,40.0,554.0,2487.0,45.0,1483.0,0.1556067841264614,0.32786885245901637,0.4095175366375762,0.560184422855261,0.02008891816235798
2024-10-01,2024,10,6179.0,117.0,556.0,300.0,2537.0,3393.0,1530.0,40.0,926.0,0.24761288234342127,0.3418803418803419,0.27291482463896255,834.0,37.0,460.0,2647.0,37.0,1535.0,0.13497329664994337,0.3162393162393162,0.428386470302638,0.5491179802557048,0.018935102767438098
2024-11-01,2024,11,6418.0,116.0,590.0,291.0,2573.0,3454.0,1829.0,39.0,1099.0,0.28497974446868185,0.33620689655172414,0.3181818181818182,883.0,35.0,446.0,2729.0,49.0,1503.0,0.13758180118416952,0.3017241379310345,0.4252103459021502,0.5381738859457775,0.01807416640698037
2024-12-01,2024,12,6346.0,128.0,629.0,309.0,2621.0,3559.0,1788.0,47.0,1126.0,0.28175228490387644,0.3671875,0.31638100590053386,1003.0,41.0,657.0,2540.0,43.0,1422.0,0.158052316419792,0.3203125,0.40025212732429877,0.5608257169870785,0.02017018594390167
2025-01-01,2025,1,6040.0,143.0,727.0,337.0,2882.0,3946.0,1423.0,52.0,1047.0,0.23559602649006622,0.36363636363636365,0.2653319817536746,926.0,46.0,652.0,2436.0,44.0,1614.0,0.1533112582781457,0.32167832167832167,0.4033112582781457,0.6533112582781457,0.02367549668874172
2025-02-01,2025,2,5458.0,118.0,598.0,293.0,2657.0,3548.0,1595.0,40.0,1145.0,0.2922315866617809,0.3389830508474576,0.32271702367531,842.0,31.0,593.0,2044.0,40.0,1309.0,0.15426896299010626,0.2627118644067797,0.37449615243679,0.6500549651887139,0.021619640894100404
2025-03-01,2025,3,6791.0,152.0,715.0,340.0,3018.0,4073.0,1954.0,75.0,1231.0,0.2877337652775733,0.4934210526315789,0.30223422538669287,937.0,54.0,618.0,2900.0,47.0,1756.0,0.1379767339125313,0.35526315789473684,0.427035782653512,0.5997643940509498,0.022382565159770284
2025-04-01,2025,4,6333.0,111.0,565.0,295.0,2550.0,3410.0,1353.0,31.0,797.0,0.21364282330648982,0.27927927927927926,0.2337243401759531,739.0,27.0,444.0,2930.0,48.0,1595.0,0.11669035212379598,0.24324324324324326,0.4626559292594347,0.538449392073267,0.01752723827569872
2025-05-01,2025,5,6620.0,144.0,635.0,321.0,2743.0,3699.0,1664.0,52.0,1029.0,0.2513595166163142,0.3611111111111111,0.2781832927818329,901.0,48.0,529.0,2870.0,53.0,1613.0,0.13610271903323262,0.3333333333333333,0.4335347432024169,0.558761329305136,0.02175226586102719
2025-06-01,2025,6,5980.0,134.0,562.0,254.0,2435.0,3251.0,1650.0,48.0,939.0,0.27591973244147155,0.3582089552238806,0.2888342048600431,866.0,31.0,541.0,2524.0,60.0,1444.0,0.14481605351170568,0.23134328358208955,0.42207357859531774,0.5436454849498328,0.022408026755852843
2025-07-01,2025,7,5833.0,113.0,571.0,287.0,2404.0,3262.0,1371.0,36.0,874.0,0.23504200240013715,0.3185840707964602,0.2679337829552422,789.0,30.0,504.0,2489.0,45.0,1448.0,0.1352648722784159,0.26548672566371684,0.42671009771986973,0.5592319561117778,0.01937253557346134
2025-08-01,2025,8,6175.0,109.0,517.0,221.0,2494.0,3232.0,1684.0,43.0,972.0,0.27271255060728744,0.3944954128440367,0.30074257425742573,876.0,33.0,493.0,2541.0,37.0,1319.0,0.14186234817813764,0.30275229357798167,0.41149797570850205,0.5234008097165992,0.017651821862348177
2025-09-01,2025,9,5759.0,102.0,565.0,233.0,2363.0,3161.0,1412.0,28.0,899.0,0.24518145511373501,0.27450980392156865,0.28440366972477066,826.0,37.0,553.0,2413.0,41.0,1307.0,0.14342767841639173,0.3627450980392157,0.4189963535335996,0.5488800138913006,0.01771140823059559
2025-10-01,2025,10,5956.0,109.0,495.0,283.0,2572.0,3350.0,1427.0,31.0,918.0,0.2395903290799194,0.28440366972477066,0.2740298507462687,790.0,32.0,471.0,2529.0,29.0,1491.0,0.13263935527199464,0.29357798165137616,0.4246138347884486,0.5624580255204835,0.018300873069173943
2025-11-01,2025,11,5952.0,150.0,530.0,229.0,2459.0,3218.0,1862.0,71.0,1151.0,0.31283602150537637,0.47333333333333333,0.3576755748912368,784.0,45.0,493.0,2480.0,52.0,1352.0,0.13172043010752688,0.3,0.4166666666666667,0.5406586021505376,0.025201612903225805
2025-12-01,2025,12,6184.0,122.0,580.0,299.0,2676.0,3555.0,1517.0,50.0,935.0,0.2453104786545925,0.4098360655737705,0.2630098452883263,904.0,50.0,572.0,2557.0,33.0,1536.0,0.1461836998706339,0.4098360655737705,0.4134864165588616,0.5748706338939198,0.019728331177231564
