date,year,month,conaset_available_asof_year,conaset_available_expected5y_collisions,conaset_available_expected3y_collisions,conaset_available_last_collisions,conaset_available_expected5y_fatalities,conaset_available_expected3y_fatalities,conaset_available_last_fatalities,conaset_available_expected5y_total_injuries,conaset_available_expected3y_total_injuries,conaset_available_last_total_injuries,conaset_available_expected5y_serious_injuries,conaset_available_expected3y_serious_injuries,conaset_available_last_serious_injuries,conaset_available_expected5y_weekend_collision_share,conaset_available_expected3y_weekend_collision_share,conaset_available_last_weekend_collision_share,conaset_available_expected5y_weekend_fatality_share,conaset_available_expected3y_weekend_fatality_share,conaset_available_last_weekend_fatality_share,conaset_available_expected5y_night_collision_share,conaset_available_expected3y_night_collision_share,conaset_available_last_night_collision_share,conaset_available_expected5y_night_fatality_share,conaset_available_expected3y_night_fatality_share,conaset_available_last_night_fatality_share,conaset_available_expected5y_peak_collision_share,conaset_available_expected3y_peak_collision_share,conaset_available_last_peak_collision_share,conaset_available_expected5y_injuries_per_collision,conaset_available_expected3y_injuries_per_collision,conaset_available_last_injuries_per_collision,conaset_available_expected5y_fatalities_per_collision,conaset_available_expected3y_fatalities_per_collision,conaset_available_last_fatalities_per_collision,conaset_available_collision_yoy
2024-09-01,2024,9,2023,6557.8,6850.666666666667,6523.0,124.0,136.66666666666666,122.0,3979.0,4145.666666666667,3653.0,608.2,652.6666666666666,572.0,0.2645544653744973,0.2692729433477568,0.27564004292503447,0.3649004802495213,0.39941448036021754,0.38524590163934425,0.14348071278469843,0.149665332183866,0.15468342787061168,0.3213122162615049,0.3262834490847845,0.3360655737704918,0.41152840257582657,0.41302080483172054,0.4166794419745516,0.6083370023709058,0.6036541217888785,0.5600183964433543,0.019047722898933885,0.01993504152442079,0.01870305074352292,-0.04718083552439378
2024-10-01,2024,10,2023,6693.4,6992.0,6346.0,121.0,121.0,108.0,4126.8,4250.666666666667,3554.0,629.6,686.3333333333334,576.0,0.28531011908338344,0.3118364417364237,0.27938859123857546,0.4429079826195149,0.49023229089715176,0.5,0.1441025383397017,0.15389981577178466,0.14859754175858808,0.30939409099987547,0.32455668341739097,0.37037037037037035,0.40965235291367386,0.41082736879704673,0.41900409706901987,0.6161808943277788,0.6053151290889827,0.5600378190986448,0.018223633201406,0.0173178828512352,0.017018594390167036,-0.07506194432298496
2024-11-01,2024,11,2023,6668.0,6762.666666666667,5984.0,129.2,131.66666666666666,112.0,4201.2,4113.333333333333,3279.0,651.0,664.6666666666666,542.0,0.26812417882809714,0.2572230440342435,0.2520053475935829,0.37272149985274605,0.3917259157325382,0.3392857142857143,0.14994501008949043,0.15309160748589032,0.14605614973262032,0.3505528021045781,0.3466195779937502,0.38392857142857145,0.41306399708987496,0.4148201983058679,0.4149398395721925,0.6281382230403587,0.6038445949824353,0.5479612299465241,0.019388376886188108,0.01945057575421243,0.01871657754010695,-0.08431522570772765
2024-12-01,2024,12,2023,7272.2,7162.666666666667,6327.0,149.0,151.0,144.0,4631.2,4430.333333333333,3798.0,724.4,740.0,674.0,0.26820724274616353,0.27692995806995874,0.29619092776987516,0.35673477871308956,0.3224362953413233,0.3055555555555556,0.15827742290522437,0.16591255837858265,0.16342658447921607,0.3371369136395427,0.35588681182256604,0.3541666666666667,0.396129423556992,0.39454042547226537,0.3967125019756599,0.6348500060620259,0.6170717140835821,0.6002844950213371,0.020503504154803707,0.021090302872978372,0.02275960170697013,-0.10547151138130917
2025-01-01,2025,1,2023,6814.0,6526.333333333333,6346.0,151.0,144.66666666666666,142.0,4673.8,4460.333333333333,4266.0,705.8,710.3333333333334,745.0,0.2777824643627532,0.2953109044636772,0.3017648912700914,0.3934273536757848,0.4231140836741323,0.4647887323943662,0.16608576670021247,0.1594395226873719,0.1887803340687047,0.32796194509764065,0.32192616901223353,0.3873239436619718,0.3944125401025095,0.39818464076864424,0.38969429561928776,0.6857024919369259,0.683444832472448,0.6722344784115979,0.022063504157086127,0.02200034086531291,0.022376300031515917,-0.11615598885793876
2025-02-01,2025,2,2023,6205.8,5816.666666666667,5814.0,143.0,139.66666666666666,151.0,4307.4,3913.0,3798.0,645.4,617.3333333333334,642.0,0.28873671251183264,0.27480356719219506,0.29050567595459237,0.35967225485217985,0.3265467454209176,0.33774834437086093,0.1624699620277851,0.1566332837492674,0.17664258685930512,0.33165163441833034,0.3359470397549868,0.3576158940397351,0.38404758720752175,0.388523523615146,0.37925696594427244,0.6922012977390732,0.6726217716518622,0.653250773993808,0.023115795081641684,0.023990240798153786,0.025971792225662194,-0.08209662140827279
2025-03-01,2025,3,2023,7099.8,7120.333333333333,7342.0,142.8,143.0,147.0,4362.2,4266.0,4268.0,667.0,671.6666666666666,707.0,0.242103425641494,0.21601655137495138,0.2348134023426859,0.35923427760292326,0.31644627708613177,0.3197278911564626,0.13540071647075871,0.13356604532165894,0.140152546989921,0.30654353915772226,0.31274655158189496,0.35374149659863946,0.42335401287146085,0.42502187481618153,0.4279487877962408,0.6157133073526668,0.601297865319581,0.5813129937346772,0.02058186807481606,0.020333830280146636,0.020021792427131573,-0.10156632403328436
2025-04-01,2025,4,2023,6213.6,6541.333333333333,6671.0,126.4,135.0,172.0,3838.8,3956.6666666666665,3889.0,600.0,659.3333333333334,658.0,0.25549819216347414,0.2645232167562672,0.31374606505771246,0.38229210893082993,0.3989298828466515,0.5232558139534884,0.12270612359696806,0.13156073591249298,0.15005246589716684,0.2676097771677779,0.302109343125255,0.37790697674418605,0.4410767653587948,0.45018634986694156,0.43816519262479386,0.6197863980282716,0.6081084150170866,0.5829710688052766,0.021056945893229182,0.02085152940974869,0.02578324089341928,-0.16382552018049634
2025-05-01,2025,5,2023,6663.8,7011.333333333333,6976.0,139.0,151.33333333333334,136.0,4016.4,4184.333333333333,4077.0,634.8,695.6666666666666,696.0,0.26522400945894303,0.2610171243212666,0.24827981651376146,0.33072477531462957,0.3066059757236228,0.23529411764705882,0.1241698950868522,0.13004275505742072,0.14019495412844038,0.21218095845510848,0.19783380018674138,0.20588235294117646,0.4311344388039995,0.43891501409486694,0.44094036697247707,0.602139651853249,0.5981283227504882,0.5844323394495413,0.021516697926944262,0.021625191392479027,0.0194954128440367,-0.08977035490605423
2025-06-01,2025,6,2023,6502.0,6836.666666666667,6678.0,140.4,144.33333333333334,145.0,3888.8,3995.3333333333335,3717.0,595.0,658.6666666666666,612.0,0.2582237776417361,0.2451536214528386,0.24303683737646,0.3369877326310676,0.3255351099406683,0.3310344827586207,0.13551961872311943,0.1405632736513132,0.1485474693021863,0.2930399060718426,0.3145356959047129,0.3103448275862069,0.43119652147277215,0.4299230497484603,0.4368074273734651,0.599137775457845,0.5849978833989268,0.5566037735849056,0.02227119034081169,0.021107957953998044,0.0217130877508236,-0.08545603944124902
2025-07-01,2025,7,2024,6301.4,6642.666666666667,6280.0,133.0,132.33333333333334,126.0,3716.4,3825.0,3482.0,582.6,609.6666666666666,580.0,0.2773094597710266,0.2953676009062187,0.24506369426751592,0.3664794120104448,0.36562611382755267,0.30158730158730157,0.13620236510562544,0.15247572130276352,0.13678343949044586,0.25054514711263887,0.2615561230669144,0.20634920634920634,0.4273412883573206,0.428043481293118,0.4369426751592357,0.5861141596533537,0.5749267916481998,0.5544585987261147,0.021096805615369717,0.019928533730488657,0.020063694267515923,-0.048484848484848464
2025-08-01,2025,8,2024,6468.4,6689.666666666667,6381.0,128.6,127.0,114.0,3713.6,3622.3333333333335,3132.0,591.2,574.6666666666666,507.0,0.27672795869014916,0.26570495805180433,0.27221438645980256,0.3970684167794697,0.41628410261687004,0.4298245614035088,0.13357656137712662,0.14207236916467822,0.14010343206393983,0.24568182206423378,0.2864576943524312,0.2807017543859649,0.43311620071701445,0.4433377750319492,0.44914590189625453,0.5763736281636144,0.5399448309237811,0.4908321579689704,0.019916567888063962,0.01894305054911534,0.017865538316878232,-0.037701704117026114
2025-09-01,2025,9,2024,6320.4,6480.666666666667,6073.0,127.0,130.33333333333334,122.0,3811.8,3716.3333333333335,3402.0,604.4,590.3333333333334,538.0,0.26364403175670026,0.27292101902075444,0.27712827268236456,0.36062592838802293,0.3774209137206795,0.3524590163934426,0.14462961781935713,0.15392184201635808,0.1556067841264614,0.31959626712713995,0.3528307497862533,0.32786885245901637,0.4110903121071986,0.4120724761699594,0.4095175366375762,0.6036245756471922,0.5727387526009505,0.560184422855261,0.020117848129201626,0.02008812051463924,0.02008891816235798,-0.06898666257856811
2025-10-01,2025,10,2024,6585.8,6462.0,6179.0,121.8,116.33333333333333,117.0,3981.8,3724.0,3393.0,634.2,611.0,556.0,0.28844293821992545,0.28668110140631003,0.24761288234342127,0.44933714834071603,0.43116441503538283,0.3418803418803419,0.14572872960358946,0.14573091980376693,0.13497329664994337,0.3106950515928715,0.3256440890849493,0.3162393162393162,0.4122568466168991,0.420830135681725,0.428386470302638,0.6033902280594319,0.5749850818330754,0.5491179802557048,0.018646056464436567,0.01800895477813384,0.018935102767438098,-0.02631578947368418
2025-11-01,2025,11,2024,6544.2,6312.333333333333,6418.0,126.4,120.0,116.0,3967.8,3578.3333333333335,3454.0,639.4,592.3333333333334,590.0,0.2682208808836923,0.26361630077158377,0.28497974446868185,0.37996287916309096,0.40445713290540874,0.33620689655172414,0.14909701051390425,0.14570640189957773,0.13758180118416952,0.327820706613862,0.3346115091804747,0.3017241379310345,0.4148319437749234,0.4209324897768339,0.4252103459021502,0.604438624785433,0.5661766377126342,0.5381738859457775,0.01930845387939319,0.0189965575972566,0.01807416640698037,0.07252673796791442
2025-12-01,2025,12,2024,6964.2,6582.0,6346.0,143.4,134.0,128.0,4253.6,3903.0,3559.0,700.6,677.6666666666666,629.0,0.26584605884436213,0.28487640054863306,0.28175228490387644,0.34042868896949985,0.3293758903133903,0.3671875,0.15823685905248483,0.16295868165600094,0.158052316419792,0.32171223415236316,0.34533920940170937,0.3203125,0.39849788097721567,0.3971879364267217,0.40025212732429877,0.6088716039357286,0.5921359408801321,0.5608257169870785,0.020581162951496798,0.020436513881644577,0.02017018594390167,0.0030030030030030463
2026-01-01,2026,1,2024,6598.2,6537.333333333333,6086.0,143.0,147.66666666666666,123.0,4482.8,4356.0,3875.0,695.4,714.3333333333334,630.0,0.27632429064934233,0.2965704452596732,0.24630299046993098,0.4047895163771664,0.4533522807929456,0.4065040650406504,0.1637658162528104,0.17835735510270875,0.16579033848176142,0.33613192863796687,0.3421800557616274,0.34146341463414637,0.3952805590695415,0.3917381253178132,0.3958264870193888,0.6782218796660533,0.665051124807054,0.6367071968452185,0.021555672585467513,0.022459235048956038,0.02021031876437726,-0.040970690198550264
2026-02-01,2026,2,2024,5985.2,5949.666666666667,5701.0,145.0,146.33333333333334,140.0,4049.0,3899.6666666666665,3569.0,636.2,644.6666666666666,609.0,0.28457928414520123,0.28438227236044883,0.26977723206455007,0.35780412298404796,0.3503562692304414,0.32142857142857145,0.16273051637631625,0.1722275200418452,0.1703209963164357,0.336267019033715,0.3498359286438757,0.3,0.38503936325143284,0.383236663893125,0.3887037361866339,0.6745208646003384,0.6544031008443975,0.6260305209612349,0.024205932531871904,0.024631616316616454,0.02455709524644799,-0.019435844513243872
2026-03-01,2026,3,2024,6798.2,7401.666666666667,6691.0,143.4,143.33333333333334,134.0,4073.4,4304.666666666667,3790.0,646.2,698.6666666666666,623.0,0.23922583882240672,0.2507486640618825,0.28052607980869826,0.343579725933788,0.35549913310678044,0.417910447761194,0.1365227243254043,0.14347155261102248,0.1472126737408459,0.29910363941977086,0.3245484443735757,0.291044776119403,0.42088276217178733,0.4265985042473706,0.42220893737856824,0.6013257050137542,0.5806565650530687,0.566432521297265,0.021391736788734007,0.019427228311827322,0.020026901808399344,-0.08866793789158267
2026-04-01,2026,4,2024,5978.0,7052.666666666667,6509.0,123.0,139.33333333333334,113.0,3591.4,4135.666666666667,3722.0,597.8,685.6666666666666,624.0,0.2520792517456844,0.272124226876773,0.22461207558764787,0.392938807365139,0.4479564315192179,0.40707964601769914,0.122266900268622,0.1399501814759481,0.12828391457981256,0.28563564510515027,0.3608704050721577,0.336283185840708,0.4451657809722243,0.45369503890541507,0.47042556460285756,0.6051280979047352,0.5853159562825885,0.5718236288216316,0.021146727615239887,0.01993822112612748,0.017360577661699187,-0.024284215260080955
