sku_id,block_count,actual_total,forecast_total,absolute_error,mean_block_absolute_error,block_naive_scale,block_wmape_percent,block_mase,tournament_cohort,abc_units_tier
71734M58R00000,6,5.0,5.5598291754722595,3.344788134098053,0.5574646890163422,1.8461538461538465,66.89576268196106,0.30196003988385195,recurring_b,B
7174173K005PK,6,10.0,9.967885971069336,6.553100347518921,1.0921833912531536,2.923076923076923,65.53100347518921,0.37364168648134205,recurring_a,A
71741M66L005PK,6,11.0,13.125157952308655,9.581932187080383,1.5969886978467305,4.769230769230769,87.10847442800349,0.33485246890334674,recurring_a,A
71741M79G10000,6,6.0,5.21497905254364,4.230294942855835,0.7050491571426392,4.6923076923076925,70.50491571426392,0.15025637775170997,recurring_b,B
7174265J010PG,6,7.0,4.790147960186005,5.326411664485931,0.8877352774143219,1.8461538461538465,76.09159520694188,0.48085660859942425,recurring_b,B
7175173K105PK,6,20.0,11.603829026222229,11.74477231502533,1.9574620525042217,3.3846153846153846,58.72386157512665,0.5783410609671564,recurring_a,A
71751M68K005PK,6,10.0,7.735528230667114,7.643637418746948,1.273939569791158,3.0,76.43637418746948,0.4246465232637193,recurring_a,A
71751M76MB0ZNZ,6,17.0,12.139934539794922,14.740451335906982,2.4567418893178306,2.923076923076923,86.70853727004108,0.8404643305560999,recurring_a,A
71751M79G10000,6,16.0,10.887335658073425,11.599377751350403,1.9332296252250671,3.692307692307693,72.49611094594002,0.5235830234984556,recurring_a,A
7176060P205PK,6,17.0,5.120221316814423,13.47764903306961,2.246274838844935,2.5384615384615383,79.28028842982124,0.8848961486358835,recurring_b,B
7176171L105PK,6,9.0,4.696999430656433,4.303000569343567,0.7171667615572611,1.5384615384615383,47.81111743715074,0.4661583950122198,recurring_b,B
7176173K105PK,6,11.0,8.04357099533081,8.312684535980225,1.3854474226633708,2.3076923076923075,75.56985941800204,0.6003605498207941,recurring_a,A
71761M68K005PK,6,8.0,7.957507371902466,5.550194263458252,0.925032377243042,2.3846153846153846,69.37742829322815,0.38791680335998535,recurring_a,A
71761M75L105PK,6,11.0,4.5457843542099,7.816000819206238,1.3026668032010396,2.769230769230769,71.05455290187489,0.47040745671148654,recurring_b,B
71761M76MB0ZNZ,6,2.0,3.3401370644569397,2.6852508187294006,0.4475418031215668,2.8181818181818183,134.26254093647003,0.15880515594636238,recurring_b,B
7177161M005PK,6,5.0,4.734388768672943,3.0367026925086975,0.5061171154181162,2.1538461538461537,60.73405385017395,0.2349829464441254,recurring_b,B
71781M66L00000,6,17.0,11.311156392097473,10.128767848014832,1.6881279746691387,4.923076923076923,59.580987341263715,0.3429009948546688,recurring_a,A
7179086R10C48,6,23.0,9.576886534690857,14.970994353294373,2.4951657255490622,5.230769230769231,65.09127979693206,0.47701697694320305,recurring_a,A
7181177MJ0799,6,2.0,4.8157705664634705,3.730536639690399,0.6217561066150665,1.2307692307692308,186.52683198451996,0.5051768366247416,recurring_b,B
7181180J20799,6,8.0,10.433831334114075,3.4672452211380005,0.5778742035230001,2.6153846153846154,43.340565264225006,0.22095190134702947,recurring_a,A
71811M79G005PK,6,13.0,11.254825592041016,3.229326486587524,0.5382210810979207,5.538461538461538,24.840972973750183,0.09717880630934679,recurring_a,A
71812M66L00000,6,10.0,5.255110561847687,8.299040615558624,1.3831734359264374,2.923076923076923,82.99040615558624,0.4731909122906233,recurring_b,B
71813M66L00000,6,13.0,9.499868392944336,9.851201057434082,1.6418668429056804,2.8461538461538463,75.77846967256986,0.5768721339938877,recurring_a,A
7182163J00000,6,15.0,7.2833064794540405,11.05841314792633,1.8430688579877217,3.1538461538461537,73.72275431950887,0.5843876866790337,recurring_a,A
