sku_id,top_expert,top_expert_weight,effective_experts,cohort
6800271L00000,candidate_01,0.5002846845137345,1.9999993516380312,recurring_a
68002M53M00000,synthetic_mean,0.5000902129756759,1.9999999348929545,recurring_a
68002M74L31000,candidate_12,0.5494758269380832,1.9806070253404282,recurring_a
68003M74L31000,candidate_07,0.515249902736539,1.9981412528097264,recurring_a
6932068LA0000,candidate_11,0.5040122562050604,1.999871222693491,recurring_a
7171152S005PK,candidate_12,0.5476151095059802,1.982025418561193,recurring_a
7171161J00799,candidate_07,0.5193689407825728,1.9970032500569823,recurring_a
7171171L00799,candidate_07,0.5039227448236517,1.9998769041611475,recurring_a
71711M53M005PK,candidate_03,0.5000023160411582,1.9999999999570877,recurring_a
71711M53M00799,candidate_12,0.5071029623771256,1.999596464840497,recurring_a
71711M79G105PK,candidate_07,0.500088606216276,1.9999999371915094,recurring_a
71712M60MA05PK,candidate_06,0.5012647225186354,1.9999872038974777,recurring_a
71731M60M00000,candidate_09,0.5066869339924842,1.9996423432808454,recurring_a
7173277M10000,candidate_11,0.511411862897994,1.9989586975194285,recurring_a
7174173K005PK,candidate_09,0.5040299939012997,1.9998700816331831,recurring_a
71741M66L005PK,candidate_07,0.5007023370085709,1.999996053789597,recurring_a
7175173K105PK,candidate_07,0.5082745021746847,1.999452410878073,recurring_a
71751M68K005PK,synthetic_mean,0.5014789902293945,1.9999825008563223,recurring_a
71751M76MB0ZNZ,candidate_12,0.5202913925351111,1.9967114911624408,recurring_a
71751M79G10000,candidate_12,0.5433088930988714,1.9851064591171657,recurring_a
7176173K105PK,candidate_12,0.5540776029092543,1.9768754039931014,recurring_a
71761M68K005PK,candidate_08,0.5009935188092361,1.9999921033941839,recurring_a
71781M66L00000,candidate_12,0.5294825245647748,1.993070339539503,recurring_a
7179086R10C48,candidate_04,0.5040180105344509,1.9998708530707632,recurring_a
7181180J20799,candidate_09,0.5015347227418819,1.9999811571863717,recurring_a
71811M79G005PK,candidate_11,0.5098389198321001,1.9992258650108177,recurring_a
71813M66L00000,candidate_07,0.5075426674277029,1.9995449688948133,recurring_a
7182163J00000,candidate_07,0.5124233927257373,1.9987660363086712,recurring_a
7185160G00000,candidate_12,0.5215328943004748,1.9962975425121132,recurring_a
7185261J01000,candidate_12,0.5427367843435082,1.985494511309398,recurring_a
72221M56R005PK,synthetic_median,0.5020511665807597,1.999966342291694,recurring_a
72311M68P01000,synthetic_mean,0.5051870263528428,1.9997847812229723,recurring_a
7232353R00000,candidate_03,0.5000348223863613,1.9999999902992114,recurring_a
72372M74L105PK,candidate_09,0.5041788188460967,1.9998603095418055,recurring_a
7243179M00000,candidate_12,0.5096831682443753,1.9992501712490227,recurring_a
7246079P00000,candidate_09,0.5085361026905171,1.9994172494554443,recurring_a
72460M60M00000,candidate_12,0.5155327425319488,1.998071732178046,recurring_a
72520M68P02000,candidate_12,0.5113652184253149,1.998967188106929,recurring_a
73310M68P61C8J,candidate_12,0.5163871758177662,1.9978539889049953,recurring_a
73310M68P61GJL,candidate_12,0.50279161832589,1.999937656880373,recurring_a
73610M68P00C48,candidate_11,0.5048526189922927,1.9998116344537855,recurring_a
73841M68P60C8J,candidate_11,0.5033204687835245,1.9999117997862712,recurring_a
73841M68P60GJL,candidate_10,0.502858472466269,1.999934635217624,recurring_a
73910M68P01000,candidate_04,0.5084787172616558,1.9994250561565141,recurring_a
74120M79G00000,candidate_10,0.5028451213373571,1.9999352443733192,recurring_a
74461M74L00V6N,candidate_06,0.5174983386160158,1.9975534616059438,recurring_a
74461M76M00000,candidate_12,0.5640089798064928,1.9677513147707735,recurring_a
75430M76M00000,candidate_11,0.5234092663491345,1.9956256384830662,recurring_a
7666179P005PK,candidate_11,0.5072516660782311,1.9995793951855292,recurring_a
77230M75L000PG,synthetic_mean,0.5037420168915921,1.9998879847507243,recurring_a
7755078K000PG,candidate_12,0.5273991398033998,1.9940122773459112,recurring_a
7758064J10Z2S,synthetic_mean,0.5115283933458228,1.9989373341044803,recurring_a
7781163J200PG,candidate_03,0.5000121197055726,1.9999999988249018,recurring_a
77811M58J100PG,candidate_04,0.5064559149306328,1.999666624878018,recurring_a
77831M80EC00PG,synthetic_mean,0.5140624723072567,1.99841922539335,recurring_a
7813257L01000,candidate_09,0.5065800745131023,1.9996536809340497,recurring_a
7821565J105PK,candidate_12,0.5971603011751228,1.9272269533766289,recurring_a
8181065J02000,candidate_12,0.5180542836883169,1.9973957382350844,recurring_a
8181086R00000,candidate_09,0.5101224878359572,1.999180617751309,recurring_a
81850M79G20000,synthetic_median,0.5016616960669436,1.999977910373427,recurring_a
8211065J01000,candidate_01,0.500159152955805,1.9999997973627135,recurring_a
82280M79811000,candidate_01,0.5000024133187492,1.9999999999534075,recurring_a
82302M68P15000,candidate_11,0.5004384807988598,1.999998461877895,recurring_a
82570M53810000,candidate_01,0.5002448555010739,1.999999520366384,recurring_a
82651M74K00000,candidate_12,0.5273210615653467,1.9940462532281484,recurring_a
82960M60G005ES,candidate_12,0.508961009066029,1.9993578088031478,recurring_a
82960M60G00P4Z,candidate_12,0.5071023365987529,1.9995965359267558,recurring_a
8298265D00P4Z,candidate_08,0.5035964584783404,1.9998965292446842,recurring_a
82982M65D00000,candidate_12,0.5150291559625959,1.9981946269268072,recurring_a
82982M65D005PK,candidate_12,0.5179081018945505,1.9974376860297989,recurring_a
83402M79G50000,candidate_12,0.5299190797907237,1.9928643393006296,recurring_a
83661M68P01000,candidate_10,0.5119069530353545,1.9988664386003865,recurring_a
83811M68P00000,candidate_08,0.5077228659385203,1.9995229725383086,recurring_a
83811M79G11000,candidate_05,0.505793455508174,1.9997315230309791,recurring_a
83821M74L01000,candidate_06,0.5001289412100592,1.999999866993324,recurring_a
83821M79G11000,synthetic_mean,0.5049875026762598,1.9998010183352557,recurring_a
83831M79G00000,candidate_10,0.50610609729291,1.9997017690842682,recurring_a
83841M79G01000,candidate_12,0.5505813908025421,1.9797395270596931,recurring_a
8392165J010CB,candidate_09,0.5089799353553676,1.9993550941069893,recurring_a
8394068L50000,candidate_09,0.518313550195586,1.997320505694673,recurring_a
84501M56R00000,candidate_07,0.5190587252457143,1.9970983358800263,recurring_a
84503M62S00000,candidate_04,0.5039641408168746,1.9998742926023432,recurring_a
84504M68P00000,candidate_12,0.516217675281831,1.997898107367901,recurring_a
8451061M02000,synthetic_mean,0.5009583195910298,1.9999926530154808,recurring_a
84511M53M00000,candidate_12,0.5014707892817905,1.9999826943808523,recurring_a
8454154P01000,candidate_08,0.5060337801460976,1.9997087903848838,recurring_a
84541M56R00000,candidate_08,0.5087048642455807,1.999393986389633,recurring_a
84570M62S10000,candidate_07,0.5047165449122689,1.9998220494673296,recurring_a
8458065J02000,candidate_07,0.508305972212976,1.9994482388669583,recurring_a
84611M76M00000,synthetic_mean,0.5153596424812524,1.99811443042665,recurring_a
8470161LVBZJ3,synthetic_mean,0.5018970198023964,1.999971210941365,recurring_a
84701M56R50ZHJ,candidate_07,0.5005244484238408,1.9999977996332272,recurring_a
84701M68K1026U,candidate_12,0.5032981344771308,1.9999129822579744,recurring_a
84701M79G30000,candidate_08,0.5042595390210107,1.999854861152035,recurring_a
84701M84330000,candidate_08,0.5149179184553464,1.9982212290929189,recurring_a
84702M67P30000,candidate_12,0.5356414163960724,1.989888892484963,recurring_a
84702M67P4026U,synthetic_mean,0.5034486316703525,1.9999048600428389,recurring_a
84702M68K1026U,candidate_12,0.509077051942923,1.9993410741873643,recurring_a
84702M74L215PK,candidate_12,0.5284362038928064,1.9935519146090361,recurring_a
84702M84320000,synthetic_median,0.5001402105090811,1.999999842728117,recurring_a
84730M56R00000,candidate_08,0.5215042903110144,1.9963073544126468,recurring_a
