candidate_id,architecture,training_scope,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,abs_bias
pooled_transfer__hurdle_d1_sqrt_log__w24__soft__p1.25__t0.00__s1.25__none__b0.00,hurdle,pooled_transfer,35,35,7,11,19,90.0081065122332,137.54380746867201,0.5876884346841111,97.31749419601698,195.0,248.62446781559822,27.499727084922164,27.499727084922164
pooled_transfer__hurdle_d2_sqrt_log__w24__expected__p1.00__t0.00__s1.25__none__b0.00,hurdle,pooled_transfer,35,35,7,11,19,97.86607869582883,171.12239939339293,0.5885024940532841,103.10847904297496,195.0,267.7929897771467,37.329738347254725,37.329738347254725
c_only__hurdle_d2_sqrt_log__w24__soft__p0.75__t0.00__s1.50__none__b0.00,hurdle,c_only,35,35,6,11,23,87.05096290070618,135.92904361292673,0.5437468849025371,96.39115620831646,195.0,268.22016936602296,37.54880480308869,37.54880480308869
c_only__recent_9__w24__classical__s1.00,classical,c_only,35,35,6,11,21,88.88888888888889,130.95238095238096,0.641025641025641,114.97863247863248,195.0,293.875,50.705128205128204,50.705128205128204
pooled_transfer__recent_9__w24__classical__s1.00,classical,pooled_transfer,35,35,6,11,21,88.88888888888889,130.95238095238096,0.641025641025641,114.97863247863248,195.0,293.875,50.705128205128204,50.705128205128204
c_only__sba_a0.05__w24__classical__s0.75,classical,c_only,35,35,6,11,17,105.9521940421452,175.295589071809,0.6917200303536415,126.29027932027121,195.0,334.7821963117442,71.68317759576625,71.68317759576625
pooled_transfer__sba_a0.05__w24__classical__s0.75,classical,pooled_transfer,35,35,6,11,17,105.9521940421452,175.295589071809,0.6917200303536415,126.29027932027121,195.0,334.7821963117442,71.68317759576625,71.68317759576625
pooled_transfer__direct_d2_fast_p135__w24__direct__p1.00__t0.00__s0.75__none__b0.00,direct,pooled_transfer,35,35,5,11,18,82.41853356361389,171.83140888810158,0.6250218165417512,100.62877014661447,195.0,269.0617471039295,37.98038313022027,37.98038313022027
c_only__tsb_a0.20_b0.10__w24__classical__s1.00,classical,c_only,35,35,5,11,18,96.25618105331503,187.6007708675619,0.6728082207585098,118.66088472845438,195.0,327.4805830911492,67.93876055956369,67.93876055956369
pooled_transfer__tsb_a0.20_b0.10__w24__classical__s1.00,classical,pooled_transfer,35,35,5,11,18,96.25618105331503,187.6007708675619,0.6728082207585098,118.66088472845438,195.0,327.4805830911492,67.93876055956369,67.93876055956369
c_only__sba_a0.70__w24__classical__s2.00,classical,c_only,35,35,5,11,17,106.54089921742494,188.80547957538403,0.7532182329874267,152.76383028012285,195.0,389.670363723845,99.83095575581795,99.83095575581795
pooled_transfer__sba_a0.70__w24__classical__s2.00,classical,pooled_transfer,35,35,5,11,17,106.54089921742494,188.80547957538403,0.7532182329874267,152.76383028012285,195.0,389.670363723845,99.83095575581795,99.83095575581795
c_only__tsb_a0.40_b0.20__w24__classical__s1.25,classical,c_only,35,35,5,11,17,107.79764079413803,165.33911019719318,0.7198496351767745,123.69366469890944,195.0,329.6041579042484,69.02777328422994,69.02777328422994
pooled_transfer__tsb_a0.40_b0.20__w24__classical__s1.25,classical,pooled_transfer,35,35,5,11,17,107.79764079413803,165.33911019719318,0.7198496351767745,123.69366469890944,195.0,329.6041579042484,69.02777328422994,69.02777328422994
pooled_transfer__hurdle_d1_sqrt_log__w24__soft__p1.25__t0.00__s1.00__none__b0.00,hurdle,pooled_transfer,35,35,8,10,25,84.55627879229455,101.85653702326323,0.41830326516902233,83.55433377621074,195.0,198.8995742524786,1.999781667937744,1.999781667937744
pooled_transfer__direct_d2_base_p135__w24__direct__p1.00__t0.00__s0.75__none__b0.00,direct,pooled_transfer,35,35,7,10,19,80.84273219108582,162.86226093769073,0.5964975401207253,99.5382447884633,195.0,267.1235415637493,36.986431571153496,36.986431571153496
pooled_transfer__hurdle_d2_sqrt_log__w24__soft__p1.25__t0.00__s1.25__none__b0.00,hurdle,pooled_transfer,35,35,7,10,19,89.53781334723652,152.2832942284365,0.5506084197295062,98.5871366608987,195.0,244.2172275294042,25.239603861232922,25.239603861232922
c_only__hurdle_d1_sqrt_log__w24__expected__p1.00__t0.00__s1.50__none__b0.00,hurdle,c_only,35,35,6,10,23,83.14894909969588,111.22654317513903,0.4801511827754449,85.692940336799,195.0,235.7641627513803,20.90469884686169,20.90469884686169
c_only__hurdle_d1_sqrt_log__w24__soft__p0.50__t0.00__s1.25__none__b0.00,hurdle,c_only,35,35,6,10,22,83.6387527296413,113.88223000749628,0.4993341976292139,87.06122179981317,195.0,240.75264591013362,23.462895338530064,23.462895338530064
