sku_id,model_key,model,fold_count,backtest_rows,actual_total,forecast_total,absolute_error,bias,horizon_wmape_percent,mean_rolling_3m_wmape_percent,median_rolling_3m_wmape_percent,valid_rolling_3m_windows,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,median_occurrence_probability,mean_probability_threshold,feature_count,fit_status,wmape_valid,selection_score
0914806007000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,63.0,4.984930872917175,66.38514906167984,-58.015069127082825,105.37325247885688,101.47396425137649,100.0,37,13,18,0,0.1723257303237915,0.6888888888888889,799,fit_xgboost,True,101.47396425137649
09148M06022000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,26.0,8.653238475322723,33.7221195101738,-17.346761524677277,129.70045965451462,100.61528867012576,100.0,38,14,18,0,0.11144741624593735,0.6888888888888889,799,fit_xgboost,True,100.61528867012576
0915912024000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,33.0,22.595417380332947,55.59541738033295,-10.404582619667053,168.47096175858468,100.0,100.0,8,3,18,18,0.03489522449672222,0.7333333333333333,799,fit_xgboost,True,100.0
0915912051000,croston_hist_gate_probsize,Croston HistGB gated probability size,6,63,51.0,0.0,51.0,-51.0,100.0,100.0,100.0,27,9,0,0,0.17431085162274712,0.8999999999999999,799,fit_hist_gradient_boosting,True,100.0
0915912079000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,113.0,27.641114830970764,135.75786769390106,-85.35888516902924,120.13970592380625,126.13434264293083,100.0,26,9,18,18,0.1149931401014328,0.7333333333333333,799,fit_xgboost,True,126.13434264293083
0915912L02000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,50.0,11.72813218832016,61.72813218832016,-38.27186781167984,123.45626437664032,100.0,100.0,27,14,18,0,0.0755174309015274,0.6888888888888889,799,fit_xgboost,True,100.0
0915918022000,croston_hist_gate_probsize,Croston HistGB gated probability size,9,162,190.0,46.67984786396576,205.83935936292968,-143.32015213603424,108.33650492785773,106.82276699605144,100.0,140,70,18,18,0.4461885432730588,0.8000000000000002,799,fit_hist_gradient_boosting,True,106.82276699605144
0915918024000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,15.0,9.913484454154968,21.72418463230133,-5.086515545845032,144.82789754867554,108.03025792474332,100.0,23,8,18,0,0.16531798243522644,0.6888888888888889,799,fit_xgboost,True,108.03025792474332
0915924009000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,39.0,4.860299170017242,42.303002417087555,-34.13970082998276,108.46923696689116,101.95101371833256,100.0,70,27,18,0,0.09044508635997772,0.6888888888888889,799,fit_xgboost,True,101.95101371833256
0916435003000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,75.0,1.4573791311189945,75.38455318038615,-73.54262086888102,100.5127375738482,100.08499858638831,100.0,52,28,18,0,0.1639440157042149,0.8000000000000002,799,fit_random_forest,True,100.08499858638831
0924130010000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,39.0,4.428408974550054,43.01276731736135,-34.57159102544995,110.2891469675932,100.06433254745413,100.0,49,22,18,0,0.1359810507594316,0.8000000000000002,799,fit_random_forest,True,100.06433254745413
0928017002000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,677.0,68.2387523651123,674.324143409729,-608.7612476348877,99.6047479187192,99.26553744927814,100.0,148,103,18,18,0.3995317220687866,0.7333333333333333,799,fit_xgboost,True,99.26553744927814
0928022020000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,70.0,1.628086231648922,70.59597697108984,-68.37191376835108,100.85139567298549,100.32014284189458,100.0,93,40,18,0,0.12261918187141418,0.6888888888888889,799,fit_xgboost,True,100.32014284189458
0928056004000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,480.0,75.72399640083313,479.2800381183624,-404.27600359916687,99.8500079413255,103.70009550689069,100.0,126,72,18,18,0.38184380531311035,0.7333333333333333,799,fit_xgboost,True,103.70009550689069
0928314005000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,71.0,6.7917928993701935,75.32782372832298,-64.2082071006298,106.0955263779197,102.95499071478844,100.0,60,23,18,0,0.21502180397510529,0.7333333333333333,799,fit_xgboost,True,102.95499071478844
0928326016000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,339.0,108.43844573334513,341.2923023157193,-230.56155426665487,100.67619537336854,122.91978526859975,100.0,155,85,18,18,0.7389357194372519,0.8000000000000002,799,fit_random_forest,True,122.91978526859975
0928335036000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,180.0,28.28188145160675,208.28188145160675,-151.71811854839325,115.71215636200375,100.0,100.0,23,12,18,18,0.24700919538736343,0.6888888888888889,799,fit_xgboost,True,100.0
0928340021000,croston_xgb_d2_gate_size,Croston XGBoost depth2 gated size,9,162,716.0,109.3904914855957,736.62366771698,-606.6095085144043,102.88040051913129,110.49456179501014,100.0,144,97,19,19,0.665629506111145,0.8000000000000002,799,fit_xgboost,True,110.49456179501014
0928340027000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,477.0,59.60754472562891,475.8396482393741,-417.39245527437106,99.75673967282476,110.51687789355853,100.0,149,110,18,18,0.7105337592824744,0.8000000000000002,799,fit_random_forest,True,110.51687789355853
0928345012000,croston_xgb_d2_expected,Croston XGBoost depth2 expected value,9,162,357.0,223.77508020401,318.91212153434753,-133.22491979599,89.33112648020939,100.20941776130084,82.86025126775105,153,108,162,155,0.6088661253452301,0.0,799,fit_xgboost,True,100.20941776130084
0928906003000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,3573.0,701.4316366881033,3880.5998324787247,-2871.5683633118965,108.60900734617196,115.88032423587187,100.0,153,110,18,18,0.6346907341416644,0.8000000000000002,799,fit_random_forest,True,115.88032423587187
0928948004000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,69.0,8.95484048579988,76.0442214786807,-60.04515951420012,110.20901663576913,101.30078826787889,100.0,46,17,18,0,0.28619258181123214,0.8000000000000002,799,fit_random_forest,True,101.30078826787889
0930508011000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,38.0,14.580426037311554,52.580426037311554,-23.419573962688446,138.36954220345146,100.0,100.0,39,14,18,2,0.03811981715261936,0.6888888888888889,799,fit_xgboost,True,100.0
0931912047000,croston_xgb_d2_gate_size,Croston XGBoost depth2 gated size,9,162,600.0,180.1637783050537,760.2076416015625,-419.8362216949463,126.70127360026042,100.03794483516528,100.0,46,19,18,18,0.16473013162612915,0.8000000000000002,799,fit_xgboost,True,100.03794483516528
0932010024000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,176.0,48.29090452194214,196.3235650062561,-127.70909547805786,111.54748011719097,102.83085522444352,100.0,92,35,18,18,0.3357551842927933,0.7333333333333333,799,fit_xgboost,True,102.83085522444352
0938019004000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,48.0,26.213902488041835,57.36775889374517,-21.786097511958165,119.5161643619691,123.44121657377647,100.0,90,39,18,18,0.4618069770779055,0.8000000000000002,799,fit_random_forest,True,123.44121657377647
0938168001000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,40.0,5.987087786197662,44.05096900463104,-34.01291221380234,110.1274225115776,103.12818866677401,100.0,41,16,18,0,0.16300396621227264,0.6888888888888889,799,fit_xgboost,True,103.12818866677401
0940307333000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,93.0,26.08788812160492,101.63604009151459,-66.91211187839508,109.28606461453181,111.63917567921598,100.0,113,52,18,18,0.3824917674064636,0.7333333333333333,799,fit_xgboost,True,111.63917567921598
09403M07311000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,230.0,107.97024512290955,196.1021168231964,-122.02975487709045,85.26178992312887,94.95364303589965,100.0,157,107,72,72,0.6806942224502563,0.6888888888888889,799,fit_xgboost,True,94.95364303589965
09409063095ES,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,150.0,21.09211396763801,166.33952181463403,-128.90788603236197,110.89301454308935,101.07009670294468,100.0,25,9,18,16,0.17262343783974538,0.8000000000000002,799,fit_random_forest,True,101.07009670294468
09409063145PK,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,431.0,69.70132231712341,483.2757079601288,-361.2986776828766,112.1289345615148,128.29700355176573,100.0,63,24,18,18,0.2380034327507019,0.7333333333333333,799,fit_xgboost,True,128.29700355176573
0940906322000,croston_hist_gate_probsize,Croston HistGB gated probability size,6,63,36.0,0.0,36.0,-36.0,100.0,100.0,100.0,33,12,0,0,0.17431085162274712,0.8999999999999999,799,fit_hist_gradient_boosting,True,100.0
09409073255PK,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,40.0,21.150898814201355,61.150898814201355,-18.849101185798645,152.8772470355034,100.0,100.0,25,9,18,18,0.0780191496014595,0.6888888888888889,799,fit_xgboost,True,100.0
0940907332000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,1311.0,724.5244636164147,1429.0830210338017,-586.4755363835852,109.00709542591927,108.50797980657546,100.0,124,75,18,18,0.773966599456652,0.8000000000000002,799,fit_random_forest,True,108.50797980657546
0940908322000,croston_xgb_d2_gate_size,Croston XGBoost depth2 gated size,9,162,31.0,84.04497241973877,105.69275188446045,53.04497241973877,340.94436091761435,100.0,100.0,34,12,18,18,0.09603676944971085,0.8000000000000002,799,fit_xgboost,True,100.0
0940908327000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,1655.0,439.17004795841723,1501.6241257849495,-1215.8299520415826,90.73257557612989,98.50551059583515,100.0,136,99,18,18,0.7974130766138343,0.8000000000000002,799,fit_random_forest,True,98.50551059583515
0940908352000,croston_xgb_d2_expected,Croston XGBoost depth2 expected value,4,26,30.0,9.48881521821022,34.44620969891548,-20.51118478178978,114.82069899638493,99.94598049900414,103.59384616216023,18,7,26,0,0.2916881889104843,0.0,799,fit_xgboost,True,99.94598049900414
0940909309000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,39.0,9.6388458609581,46.58974426984787,-29.3611541390419,119.46088274319966,103.9237446676601,100.0,44,16,18,0,0.14994700253009796,0.6888888888888889,799,fit_xgboost,True,103.9237446676601
0940910313000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,23.0,26.08435893058777,46.30542230606079,3.0843589305877686,201.32792306982952,102.79247148831685,100.0,30,11,18,18,0.10125663504004478,0.6888888888888889,799,fit_xgboost,True,102.79247148831685
0940910318000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,62.0,59.48169660568237,108.5749282836914,-2.518303394317627,175.12085207047002,113.5476598552629,100.0,34,12,18,18,0.16009940207004547,0.7333333333333333,799,fit_xgboost,True,113.5476598552629
0940915304000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,169.0,26.943401336669922,193.00570440292358,-142.05659866333008,114.20455881829798,100.73346543667921,100.0,67,28,18,18,0.231416217982769,0.7333333333333333,799,fit_xgboost,True,100.73346543667921
09409M06L05000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,137.0,118.91489805882986,242.63812660707393,-18.085101941170137,177.10812161100287,100.04967561816086,100.0,56,22,18,18,0.18719904349771638,0.8000000000000002,799,fit_random_forest,True,100.04967561816086
09409M07308P4Z,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,26.0,30.009214412367346,52.961883223758946,4.009214412367349,203.6995508606113,100.57462580470154,100.0,20,7,18,18,0.1297024334448743,0.8000000000000002,799,fit_random_forest,True,100.57462580470154
09409M07308R8J,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,68.0,5.697396457195282,73.15617966651917,-62.30260354280472,107.58261715664582,100.13396006077528,100.0,32,11,18,0,0.033898405730724335,0.7333333333333333,799,fit_xgboost,True,100.13396006077528
09409M07L025PK,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,704.0,178.47061274412195,804.0552654807125,-525.5293872558781,114.21239566487392,178.809929493615,100.0,67,32,18,18,0.40228745337924365,0.8000000000000002,799,fit_random_forest,True,178.809929493615
09409M08308R8J,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,106.0,31.310084223747253,131.99597418308258,-74.68991577625275,124.52450394630432,135.0759544259026,100.0,14,5,18,18,0.13017208129167557,0.7333333333333333,799,fit_xgboost,True,135.0759544259026
09409M15L01000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,1494.0,304.40742588043213,1521.628643989563,-1189.5925741195679,101.84930682661064,120.6948098688544,100.0,150,97,18,18,0.5701892971992493,0.7333333333333333,799,fit_xgboost,True,120.6948098688544
0944829004000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,8.0,27.003493428230286,35.003493428230286,19.003493428230286,437.54366785287857,100.0,100.0,23,8,18,18,0.04251191392540932,0.6888888888888889,799,fit_xgboost,True,100.0
0947112236000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,168.0,10.7241912484169,170.18036407232285,-157.2758087515831,101.29783575733502,101.45666845261104,100.0,102,47,19,1,0.45204421877861023,0.7333333333333333,799,fit_xgboost,True,101.45666845261104
09471M12182000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,134.0,7.947746783494949,137.65554520487785,-126.05225321650505,102.72801880961033,101.55299032793233,100.0,95,39,18,0,0.25784391164779663,0.6888888888888889,799,fit_xgboost,True,101.55299032793233
1161054G30000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,57.0,3.502631977200508,58.629377380013466,-53.49736802279949,102.85855680704117,103.16924117697181,100.0,54,20,18,0,0.22490989416837692,0.6888888888888889,799,fit_xgboost,True,103.16924117697181
1161060R00000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,52.0,2.3659154772758484,53.88663437962532,-49.63408452272415,103.628143037741,100.94316870659247,100.0,87,40,18,0,0.05804830975830555,0.7333333333333333,799,fit_xgboost,True,100.94316870659247
1161061M01000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,32.0,7.683435208741834,37.29835090008042,-24.316564791258166,116.55734656275132,103.95575130402518,100.0,48,17,18,0,0.1756913040879249,0.8000000000000002,799,fit_random_forest,True,103.95575130402518
1161073K00000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,89.0,34.46186351776123,115.41136980056763,-54.53813648223877,129.67569640513216,127.46325201221875,100.0,35,12,23,23,0.4558391869068146,0.6888888888888889,799,fit_xgboost,True,127.46325201221875
11610M65L00000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,171.0,120.06960836515441,212.49274404621212,-50.930391634845584,124.26476260012406,118.98895719385101,100.0,128,69,18,18,0.7323283590644671,0.8000000000000002,799,fit_random_forest,True,118.98895719385101
11610M67P10000,croston_xgb_d2_expected,Croston XGBoost depth2 expected value,9,162,192.0,288.4171060323715,195.78115117549896,96.41710603237152,101.96934957057238,97.71437017377518,80.6117296218872,136,100,162,156,0.6983385682106018,0.0,799,fit_xgboost,True,97.71437017377518
11610M76M00000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,135.0,45.33985137939453,153.14761555194855,-89.66014862060547,113.44267818662856,120.72351114399599,100.0,152,82,22,19,0.49784933030605316,0.7333333333333333,799,fit_xgboost,True,120.72351114399599
11610M79F30000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,37.0,33.03018915653229,56.798492312431335,-3.9698108434677124,153.50943868224687,137.62544452055405,100.0,73,29,18,18,0.35663916170597076,0.7333333333333333,799,fit_xgboost,True,137.62544452055405
11610M79G50000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,84.0,59.36979794502258,96.90030407905579,-24.630202054977417,115.35750485601879,109.82956232094183,100.0,82,39,27,27,0.46363309025764465,0.6888888888888889,799,fit_xgboost,True,109.82956232094183
11620M65L10000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,60.0,58.69327354431152,98.15941953659058,-1.3067264556884766,163.59903256098428,156.37575457100203,100.0,83,41,18,18,0.39609549939632416,0.7333333333333333,799,fit_xgboost,True,156.37575457100203
11620M67P00000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,38.0,23.788086652755737,49.47850298881531,-14.211913347244263,130.20658681267187,103.49651830785955,100.0,57,23,21,21,0.34597399830818176,0.6888888888888889,799,fit_xgboost,True,103.49651830785955
11620M68K00000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,109.0,119.92199841292837,188.92199841292836,10.921998412928374,173.3229343237875,172.31330631676812,100.0,124,76,18,18,0.6743473028886203,0.8000000000000002,799,fit_random_forest,True,172.31330631676812
11620M76M00000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,76.0,26.252907514572144,85.53594899177551,-49.747092485427856,112.54730130496777,99.49166222854898,100.0,99,50,18,18,0.45118702948093414,0.7333333333333333,799,fit_xgboost,True,99.49166222854898
11620M79F40000,croston_xgb_d2_gate_size,Croston XGBoost depth2 gated size,9,162,89.0,91.20980262756348,138.20980262756348,2.2098026275634766,155.29191306467806,173.75485215462797,100.0,84,46,19,19,0.6105431616306305,0.8000000000000002,799,fit_xgboost,True,173.75485215462797
11710M65L00000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,189.0,68.64126727873668,187.96616957891268,-120.35873272126334,99.45299977720246,112.80996511984185,100.0,138,96,18,18,0.7633122997627201,0.8000000000000002,799,fit_random_forest,True,112.80996511984185
11710M68K00000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,185.0,133.5807119862262,239.2483456631124,-51.41928801377384,129.32343008816886,146.19688424939008,100.0,137,89,18,18,0.7297520009496751,0.8000000000000002,799,fit_random_forest,True,146.19688424939008
11710M68K10000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,84.0,9.337464451789856,88.04009735584259,-74.66253554821014,104.80963970933642,104.84290605258643,100.0,53,19,18,0,0.25982630252838135,0.6888888888888889,799,fit_xgboost,True,104.84290605258643
11710M76M00000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,157.0,35.06390202045441,164.53359997272491,-121.9360979795456,104.79847132020696,105.27901926160355,100.0,136,73,18,18,0.4750652313232422,0.7333333333333333,799,fit_xgboost,True,105.27901926160355
11710M79F70000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,57.0,36.528835787439576,71.70826066464677,-20.471164212560424,125.80396607832766,127.17091991807766,100.0,84,38,18,18,0.6004376762250575,0.8000000000000002,799,fit_random_forest,True,127.17091991807766
11710M79F80000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,80.0,110.10245747721324,154.10245747721325,30.10245747721322,192.62807184651655,196.94054102299594,100.0,105,58,18,18,0.637656692934627,0.8000000000000002,799,fit_random_forest,True,196.94054102299594
1172080JA0000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,61.0,12.9840487241745,65.80809605121613,-48.0159512758255,107.8821246741248,99.2362181791506,100.0,74,33,20,0,0.3516463339328766,0.6888888888888889,799,fit_xgboost,True,99.2362181791506
1194152R00000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,18.0,1.1728165298700333,19.172816529870033,-16.827183470129967,106.51564738816685,100.0,100.0,16,6,18,0,0.03159013018012047,0.7333333333333333,799,fit_xgboost,True,100.0
13870M71L00000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,8.0,1.8638586178421974,9.863858617842197,-6.136141382157803,123.29823272302747,100.0,100.0,20,8,18,0,0.02948941010981798,0.7333333333333333,799,fit_xgboost,True,100.0
1428180JA0000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,213.0,25.341646373271942,218.4027243256569,-187.65835362672806,102.53649029373562,103.63729850261234,100.0,136,82,22,21,0.4147399365901947,0.6888888888888889,799,fit_xgboost,True,103.63729850261234
1435772J00000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,30.0,1.7286981716752052,31.548557959496975,-28.271301828324795,105.16185986498992,100.14842364730106,100.0,27,11,18,0,0.04574387148022652,0.6888888888888889,799,fit_xgboost,True,100.14842364730106
1591063A0V000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,18.0,5.07749679684639,23.07749679684639,-12.92250320315361,128.2083155380355,100.0,100.0,18,6,18,0,0.09617506712675095,0.6888888888888889,799,fit_xgboost,True,100.0
15910M79GB1000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,132.0,19.71601378917694,139.37907898426056,-112.28398621082306,105.59021135171254,105.31164973080158,100.0,100,47,18,16,0.3278014361858368,0.7333333333333333,799,fit_xgboost,True,105.31164973080158
15910M79GC0000,croston_hist_gate_probsize,Croston HistGB gated probability size,9,162,240.0,21.248093597022514,239.717975016737,-218.7519064029775,99.88248959030709,101.47275672736394,100.0,117,52,18,18,0.4645574774726945,0.8000000000000002,799,fit_hist_gradient_boosting,True,101.47275672736394
1711279P01000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,64.0,12.545064628124237,63.29139119386673,-51.45493537187576,98.89279874041677,99.57061417897542,100.0,125,53,20,0,0.3661203384399414,0.6888888888888889,799,fit_xgboost,True,99.57061417897542
1770054P30000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,109.0,11.817892074584961,107.10849153995514,-97.18210792541504,98.26467113757352,98.8021407079645,100.0,154,89,18,0,0.3733576238155365,0.7333333333333333,799,fit_xgboost,True,98.8021407079645
1770079P21000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,99.0,50.87046903133346,112.77053380986862,-48.129530968666536,113.90963011097841,123.78103251073655,100.0,139,83,18,18,0.7033033176925674,0.8000000000000002,799,fit_random_forest,True,123.78103251073655
1770080J00000,croston_hist_gate_probsize,Croston HistGB gated probability size,9,162,24.0,1.0798521179400142,25.079852117940014,-22.920147882059986,104.49938382475005,100.0,100.0,18,6,18,0,0.012092002273178658,0.8000000000000002,799,fit_hist_gradient_boosting,True,100.0
1770081P00000,croston_xgb_d3_gate_probsize,Croston XGBoost depth3 gated probability size,9,162,75.0,20.517061948776245,85.26693844795227,-54.482938051223755,113.68925126393636,107.93142636291316,100.0,122,64,18,18,0.41472694277763367,0.7333333333333333,799,fit_xgboost,True,107.93142636291316
17700M50U00000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,122,70.0,11.84707153384044,79.84707153384043,-58.15292846615956,114.06724504834348,113.07256437613255,100.0,91,43,4,4,0.5172435426772697,0.8704918032786888,799,fit_random_forest,True,113.07256437613255
17700M60M00000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,136.0,48.27545557436687,145.45168068571485,-87.72454442563313,106.94976521008445,107.83902360761167,100.0,138,85,18,18,0.6724369677231186,0.8000000000000002,799,fit_random_forest,True,107.83902360761167
17700M67L00000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,215.0,110.83361543797203,221.83361543797204,-104.16638456202796,103.17842578510327,105.40649618710263,100.0,136,97,18,18,0.7837385184112962,0.8000000000000002,799,fit_random_forest,True,105.40649618710263
17700M67P00000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,217.0,85.28839152380655,226.0120758360881,-131.71160847619345,104.1530303392111,106.67533580164846,100.0,148,102,18,18,0.7523598036126768,0.8000000000000002,799,fit_random_forest,True,106.67533580164846
17700M79F02000,croston_rf_gate_probsize,Croston Random Forest gated probability size,9,162,63.0,46.435944978734284,92.5864374583211,-16.56405502126572,146.96259914019222,153.18668973026698,100.0,117,52,18,18,0.5471876246120232,0.8000000000000002,799,fit_random_forest,True,153.18668973026698
1776071L00000,croston_xgb_d2_gate_probsize,Croston XGBoost depth2 gated probability size,9,162,39.0,29.30677169561386,53.116850435733795,-9.693228304386139,136.1970523993174,117.01225491015465,100.0,91,39,22,18,0.4345656633377075,0.6888888888888889,799,fit_xgboost,True,117.01225491015465
