sku_id,candidate_source,candidate_model_key,candidate_model,mean_rolling_3m_wmape_percent,horizon_wmape_percent,actual_total,forecast_total,absolute_error,bias,actual_positive_months,selection_score
0938019004000,08_fair_champion,seasonal_sba_croston,Seasonal SBA Croston,122.04080328296492,186.22195936941452,48.0,82.27437450192691,89.386540497319,34.274374501926914,39,122.04080328296492
0938168001000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,40.0,0.0,40.0,-40.0,16,100.0
0940307333000,08_fair_champion,sba_croston,SBA Croston,127.04781395639108,148.55896806154956,93.0,125.23086354373096,138.1598402972411,32.23086354373097,52,127.04781395639108
09403M07311000,08_fair_champion,sba_croston,SBA Croston,93.6345312186126,91.8061221377676,230.0,52.929824889471135,211.15408091686547,-177.07017511052885,107,93.6345312186126
09409063095ES,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,150.0,0.0,150.0,-150.0,9,100.0
09409063145PK,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,106.7394859600588,113.68637485355436,431.0,58.988275618819245,489.9882756188192,-372.0117243811808,24,106.7394859600588
0940906322000,08_fair_champion,aggregate_allocation,Aggregate Allocation,100.0,100.0,36.0,0.0,36.0,-36.0,12,100.0
09409073255PK,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,40.0,0.0,40.0,-40.0,9,100.0
0940907332000,08_fair_champion,sba_croston,SBA Croston,350.62074127654734,116.24746729927338,1311.0,1080.6764210314373,1524.004296293474,-230.3235789685625,75,350.62074127654734
0940908322000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,31.0,0.0,31.0,-31.0,12,100.0
0940908327000,08_fair_champion,sba_croston,SBA Croston,95.56909305595627,96.31480776780768,1655.0,525.3687962977544,1594.010068557217,-1129.6312037022458,99,95.56909305595627
0940908352000,08_fair_champion,xgb_tweedie_depth2_reg10,XGBoost Tweedie depth2 reg10,96.5738952690188,121.2446244530205,30.0,14.610131463794623,36.37338733590615,-15.389868536205372,7,96.5738952690188
0940909309000,08_fair_champion,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,100.38892914549602,136.9018775359581,39.0,14.39173223902366,53.39173223902366,-24.60826776097634,16,100.38892914549602
0940910313000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,23.0,0.0,23.0,-23.0,11,100.0
0940910318000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,62.0,0.0,62.0,-62.0,12,100.0
0940915304000,08_fair_champion,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,105.59322191994116,161.0513340431892,169.0,121.15773867666412,272.1767545329898,-47.84226132333588,28,105.59322191994116
09409M06L05000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.13020073708265,175.77268778800325,137.0,115.7874398495538,240.80858226956445,-21.21256015044621,22,100.13020073708265
09409M07308P4Z,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,26.0,0.0,26.0,-26.0,7,100.0
09409M07308R8J,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,68.0,0.0,68.0,-68.0,11,100.0
09409M07L025PK,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,144.27522327115517,127.14786903140076,704.0,322.8338459073011,895.1209979810612,-381.1661540926989,32,144.27522327115517
09409M08308R8J,08_fair_champion,xgb_tweedie_depth2_reg10,XGBoost Tweedie depth2 reg10,97.15901421221317,226.1014371386289,106.0,141.31405516440705,239.66752336694665,35.314055164407044,5,97.15901421221317
09409M15L01000,08_fair_champion,sba_croston,SBA Croston,114.97290275590898,91.060059987375,1494.0,947.818463066777,1360.4372962113823,-546.181536933223,97,114.97290275590898
0944829004000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,8.0,0.0,8.0,-8.0,8,100.0
0947112236000,08_fair_champion,sba_croston,SBA Croston,104.69393392843922,121.6982067249648,168.0,75.24064704388599,204.45298729794084,-92.759352956114,47,104.69393392843922
09471M12182000,08_fair_champion,tsb,TSB,121.80537930492947,127.30643194887212,134.0,69.30868596946516,170.59061881148864,-64.69131403053483,39,121.80537930492947
1161054G30000,08_fair_champion,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,104.52028263241648,140.0490498784747,57.0,27.67595903423131,79.82795843073059,-29.32404096576869,20,104.52028263241648
1161060R00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,52.0,0.0,52.0,-52.0,40,100.0
1161061M01000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,32.0,0.0,32.0,-32.0,17,100.0
1161073K00000,08_fair_champion,sba_croston,SBA Croston,132.93465584921313,198.3260380504023,89.0,101.29921405313604,176.51017386485805,12.29921405313603,12,132.93465584921313
11610M65L00000,08_fair_champion,sba_croston,SBA Croston,104.44284675084516,110.20603475529626,171.0,56.49386794807012,188.4523194315566,-114.50613205192988,69,104.44284675084516
11610M67P10000,08_fair_champion,sba_croston,SBA Croston,87.9144297652408,92.54430853972995,192.0,65.69884407749807,177.6850723962815,-126.30115592250192,100,87.9144297652408
11610M76M00000,08_fair_champion,sba_croston,SBA Croston,108.8134192604322,98.6751799632692,135.0,82.31343671279836,133.21149295041343,-52.68656328720163,82,108.8134192604322
11610M79F30000,08_fair_champion,sba_croston,SBA Croston,146.53175299394098,296.75454766395217,37.0,112.8100954294226,109.7991826356623,75.8100954294226,29,146.53175299394098
11610M79G50000,08_fair_champion,sba_croston,SBA Croston,120.01803273629226,189.6205310679936,84.0,150.37212002239556,159.2812460971146,66.37212002239553,39,120.01803273629226
11620M65L10000,08_fair_champion,sba_croston,SBA Croston,137.73621196695427,220.8173947214891,60.0,147.8349988198923,132.4904368328935,87.83499881989229,41,137.73621196695427
11620M67P00000,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,130.24318884904883,262.61428310697244,38.0,90.18545393329512,99.79342758064954,52.18545393329512,23,130.24318884904883
11620M68K00000,08_fair_champion,sba_croston,SBA Croston,96.90507607248897,110.6194592131554,109.0,127.98977247609128,120.57521054233938,18.989772476091293,76,96.90507607248897
11620M76M00000,08_fair_champion,sba_croston,SBA Croston,106.97627243829618,130.7043216453686,76.0,63.92615413644401,99.33528445048016,-12.073845863555984,50,106.97627243829618
11620M79F40000,08_fair_champion,sba_croston,SBA Croston,107.1644529495021,163.1548612831747,89.0,108.59834846477568,145.2078265420255,19.598348464775704,46,107.1644529495021
11710M65L00000,08_fair_champion,sba_croston,SBA Croston,95.23220709969296,95.807907353329,189.0,61.54182062047276,181.07694489779183,-127.45817937952724,96,95.23220709969296
11710M68K00000,08_fair_champion,sba_croston,SBA Croston,100.34556164031667,98.99161371707643,185.0,116.09595137443526,183.13448537659144,-68.90404862556474,89,100.34556164031667
11710M68K10000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,115.19454860849238,145.6745919968538,84.0,49.83125843306206,122.3666572773572,-34.16874156693794,19,115.19454860849238
11710M76M00000,08_fair_champion,sba_croston,SBA Croston,112.88557841785412,105.38316017714372,157.0,105.06214824754947,165.45156147811565,-51.93785175245052,73,112.88557841785412
11710M79F70000,08_fair_champion,sba_croston,SBA Croston,113.6148828228906,169.81953515840416,57.0,71.56169595488487,96.7971350402904,14.56169595488486,38,113.6148828228906
11710M79F80000,08_fair_champion,sba_croston,SBA Croston,112.56931687780757,157.45881324334567,80.0,126.18301663229514,125.96705059467652,46.18301663229512,58,112.56931687780757
1172080JA0000,08_fair_champion,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,115.96970491505952,175.1241428489777,61.0,74.31808771121621,106.8257271378764,13.3180877112162,33,115.96970491505952
1194152R00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,18.0,0.0,18.0,-18.0,6,100.0
13870M71L00000,08_fair_champion,hurdle_random_forest,Hurdle Random Forest,100.0,100.0,8.0,0.0,8.0,-8.0,8,100.0
1428180JA0000,08_fair_champion,sba_croston,SBA Croston,102.76778015328377,98.54389272663352,213.0,95.73293865523196,209.89849150772932,-117.26706134476802,82,102.76778015328377
1435772J00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,30.0,0.0,30.0,-30.0,11,100.0
1591063A0V000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,18.0,0.0,18.0,-18.0,6,100.0
15910M79GB1000,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,122.42898982127647,136.14723196571154,132.0,116.6660464890316,179.71434619473922,-15.333953510968405,47,122.42898982127647
15910M79GC0000,08_fair_champion,sba_croston,SBA Croston,144.63447189633342,134.07377048201144,240.0,185.17532902763924,321.7770491568275,-54.82467097236078,52,144.63447189633342
1711279P01000,08_fair_champion,sba_croston,SBA Croston,119.42473327498072,135.64194890049976,64.0,67.2096815693013,86.81084729631985,3.209681569301309,53,119.42473327498072
1770054P30000,08_fair_champion,sba_croston_tuned,SBA Croston Tuned,94.47201932293493,85.7547100204361,109.0,117.96874250423376,93.47263392227536,8.968742504233777,89,94.47201932293493
1770079P21000,08_fair_champion,sba_croston,SBA Croston,99.62675009107028,99.42750499836508,99.0,47.27044520852256,98.4332299483814,-51.72955479147744,83,99.62675009107028
1770080J00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,24.0,0.0,24.0,-24.0,6,100.0
1770081P00000,08_fair_champion,sba_croston,SBA Croston,114.17845988967692,122.83422761724658,75.0,82.98645742628574,92.12567071293492,7.986457426285737,64,114.17845988967692
17700M50U00000,08_fair_champion,aggregate_allocation,Aggregate Allocation,101.15317057226464,100.4912088660088,70.0,4.7808130568548695,70.34384620620617,-65.21918694314513,43,101.15317057226464
17700M60M00000,08_fair_champion,sba_croston,SBA Croston,90.61974753113562,92.92260413977112,136.0,86.3168479766988,126.3747416300887,-49.68315202330121,85,90.61974753113562
17700M67L00000,08_fair_champion,sba_croston,SBA Croston,97.69714316727428,102.18964301957136,215.0,37.16545986888028,219.70773249207843,-177.83454013111975,97,97.69714316727428
17700M67P00000,08_fair_champion,sba_croston,SBA Croston,94.4135533172886,94.03276849475829,217.0,59.45973235656075,204.05110763362543,-157.54026764343922,102,94.4135533172886
17700M79F02000,08_fair_champion,sba_croston,SBA Croston,114.370036208823,137.60500134006097,63.0,63.84274203484843,86.69115084423841,0.8427420348484276,52,114.370036208823
1776071L00000,08_fair_champion,sba_croston,SBA Croston,118.78681156732964,171.57658658980984,39.0,52.63833503396281,66.91486877002583,13.638335033962813,39,118.78681156732964
17760M67P00000,08_fair_champion,seasonal_sba_croston,Seasonal SBA Croston,83.06157266730968,73.9166746226807,132.0,177.05015275870468,97.57001050193853,45.050152758704655,108,83.06157266730968
1781254G00000,08_fair_champion,sba_croston,SBA Croston,94.93936110626824,94.21722010376858,178.0,84.26301384732342,167.7066517847081,-93.73698615267658,91,94.93936110626824
17861M68P00000,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,94.82611568889232,101.91553983500364,175.0,197.92086738643133,178.35219471125637,22.920867386431304,82,94.82611568889232
1787880G00000,08_fair_champion,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,105.45321949535912,190.8577419655846,20.0,26.300123926016614,38.17154839311692,6.300123926016614,19,105.45321949535912
17878M74L00000,08_fair_champion,sba_croston,SBA Croston,86.0367604528325,97.25824204317736,129.0,105.99212404051576,125.4631322356988,-23.00787595948424,78,86.0367604528325
17920M76M00000,08_fair_champion,sba_croston,SBA Croston,91.69569043118273,88.13301962431458,340.0,110.60014525379822,299.6522667226696,-229.39985474620173,110,91.69569043118273
1793160A10000,08_fair_champion,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,99.6278698988901,116.8162454087806,26.0,6.191610326861331,30.37222380628296,-19.808389673138667,16,99.6278698988901
1793161M10000,08_fair_champion,sba_croston,SBA Croston,121.05036018100564,137.72719925318904,62.0,56.784966916749454,85.3908635369772,-5.215033083250553,48,121.05036018100564
1793163J01000,08_fair_champion,sba_croston,SBA Croston,108.03488864150684,110.05736603934749,126.0,65.93188181694296,138.67228120957782,-60.06811818305704,65,108.03488864150684
1793165D00000,08_fair_champion,sba_croston,SBA Croston,138.53403084837936,192.80061892867656,47.0,75.25478867367966,90.61629089647798,28.25478867367967,35,138.53403084837936
1793168P00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,33.0,0.0,33.0,-33.0,9,100.0
17931M71P00000,08_fair_champion,sba_croston,SBA Croston,89.25852198203832,87.14409966197817,172.0,75.03871401208269,149.88785141860245,-96.96128598791732,105,89.25852198203832
1793276G00000,08_fair_champion,sba_croston,SBA Croston,105.91451034055856,126.16695313199828,85.0,81.5152995252212,107.24191016219854,-3.4847004747788133,59,105.91451034055856
2371081A40000,08_fair_champion,hurdle_random_forest,Hurdle Random Forest,100.0,100.0,3.0,0.0,3.0,-3.0,3,100.0
27431M79F00000,08_fair_champion,sba_croston,SBA Croston,95.07766689898178,95.22449279199918,208.0,114.68561080550047,198.0669450073583,-93.31438919449953,88,95.07766689898178
2811380J015PK,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,98.1123634327877,96.31173606087884,180.0,114.76388823476232,173.36112490958192,-65.23611176523768,84,98.1123634327877
28113M62S015PK,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,46.0,0.0,46.0,-46.0,23,100.0
2818060B00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,60.0,0.0,60.0,-60.0,6,100.0
2818084A20000,08_fair_champion,sba_croston,SBA Croston,121.96390917834589,173.82351331145608,41.0,49.16705581024165,71.267640457697,8.167055810241651,32,121.96390917834589
2824178K00000,08_fair_champion,sba_croston,SBA Croston,172.02635747335077,717.776302210635,15.0,114.51400114062244,107.66644533159524,99.51400114062244,15,172.02635747335077
28300M55R42000,08_fair_champion,sba_croston,SBA Croston,120.3104332070256,129.74924738244275,112.0,86.12261718162138,145.3191570683359,-25.87738281837864,49,120.3104332070256
2961081A00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,90.0,0.0,90.0,-90.0,11,100.0
33690M60M00000,08_fair_champion,sba_croston,SBA Croston,90.1644029589774,82.89520702101208,166.0,99.5311328115582,137.60604365488007,-66.46886718844178,103,90.1644029589774
3495561M00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,92.6735601335098,488.5161615118796,66.0,294.1602197118998,322.4206665978405,228.16021971189977,11,92.6735601335098
3512052R21000,08_fair_champion,sba_croston,SBA Croston,104.42304400200068,107.7201270545334,106.0,61.51476088395647,114.18333467780542,-44.48523911604354,72,104.42304400200068
3512052S10000,08_fair_champion,direct_random_forest,Direct Random Forest,70.53696265435858,67.96942454729547,471.0,282.2387997597538,320.13598961776165,-188.76120024024613,133,70.53696265435858
3512062R60000,08_fair_champion,sba_croston,SBA Croston,116.90064875127804,165.49644169706718,56.0,73.2013943024578,92.67800735035762,17.20139430245779,40,116.90064875127804
3512065J12000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,27.0,0.0,27.0,-27.0,27,100.0
3512080G21000,08_fair_champion,sba_croston,SBA Croston,102.24121779013876,104.17644222822707,97.0,63.53709494269087,101.05114896138028,-33.462905057309136,75,102.24121779013876
3512150A30000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,104.30475059790882,179.61464525255184,77.0,67.84328455946476,138.30327684446493,-9.15671544053524,11,104.30475059790882
35121M66L10000,08_fair_champion,sba_croston,SBA Croston,99.24022441039536,127.49408522667969,107.0,108.68128095735902,136.41867119254724,1.6812809573590144,60,99.24022441039536
35121M73T10000,08_fair_champion,xgb_tweedie_depth2_reg10,XGBoost Tweedie depth2 reg10,96.73834703657428,101.51030092034011,76.0,47.621178939929216,77.14782869945849,-28.37882106007078,37,96.73834703657428
3515365J00000,08_fair_champion,sba_croston,SBA Croston,126.36718730935198,104.37261615608932,274.0,206.00763270805945,285.9809682676847,-67.99236729194055,83,126.36718730935198
3515379P00000,08_fair_champion,sba_croston,SBA Croston,123.54048558195144,285.842432562467,48.0,120.32189255459689,137.20436762998418,72.32189255459687,21,123.54048558195144
35153M59K20000,08_fair_champion,sba_croston,SBA Croston,112.02641343849244,103.22524167837092,278.0,132.92028209020992,286.9661718658712,-145.07971790979005,76,112.02641343849244
35153M75L00000,08_fair_champion,sba_croston,SBA Croston,106.6537907674153,101.08666007724094,366.0,121.68401115717327,369.9771758827019,-244.3159888428267,78,106.6537907674153
3526779P00000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,101.96535919392043,136.5937401444821,25.0,10.759351520512467,34.148435036120524,-14.240648479487533,18,101.96535919392043
3532052R20000,08_fair_champion,sba_croston,SBA Croston,112.17223923936342,137.55049226786377,76.0,71.0833501715208,104.53837412357646,-4.916649828479201,49,112.17223923936342
3532065D41000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,15.0,0.0,15.0,-15.0,12,100.0
3532077R10000,08_fair_champion,sba_croston,SBA Croston,99.9772518214873,104.32427707719344,130.0,104.7630788402004,135.62156020035147,-25.23692115979958,75,99.9772518214873
3532080G21000,08_fair_champion,sba_croston,SBA Croston,114.39909064146056,173.54501395973895,61.0,75.13640697589642,105.86245851544076,14.136406975896437,31,114.39909064146056
35321M60M10000,08_fair_champion,direct_extra_trees_log1p,Direct Extra Trees log1p,85.04433850999568,73.82221116818836,208.0,247.8817831539419,153.55019922983178,39.88178315394187,120,85.04433850999568
35321M66L10000,08_fair_champion,sba_croston,SBA Croston,119.31908019608493,125.60867980130676,92.0,77.60246544639661,115.5599854172022,-14.397534553603377,60,119.31908019608493
3550065P02000,08_fair_champion,sba_croston,SBA Croston,108.2988079310563,100.905563683526,206.0,74.06712744775182,207.8654611880636,-131.9328725522482,80,108.2988079310563
35501M75T00000,08_fair_champion,aggregate_allocation,Aggregate Allocation,100.0,100.0,67.0,0.0,67.0,-67.0,15,100.0
35502M75T00000,08_fair_champion,aggregate_allocation,Aggregate Allocation,100.0,100.0,59.0,0.0,59.0,-59.0,10,100.0
3552686R20000,08_fair_champion,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,79.31684547924264,76.756407489669,191.0,137.8428037346754,146.6047383052678,-53.15719626532458,107,79.31684547924264
35601M74TA0000,08_fair_champion,direct_xgboost_tweedie,Direct XGBoost Tweedie,80.1534857137934,88.48389396176026,226.0,82.04659220120901,199.97360035357812,-143.95340779879106,78,80.1534857137934
35602M73T00000,08_fair_champion,aggregate_allocation,Aggregate Allocation,100.0,100.0,35.0,0.0,35.0,-35.0,22,100.0
35603M79G30000,08_fair_champion,sba_croston,SBA Croston,121.1685860788054,154.02235790315564,59.0,74.58202178501182,90.8731911628618,15.582021785011818,48,121.1685860788054
3560461J10000,08_fair_champion,sba_croston,SBA Croston,115.15015635484266,115.64582493637614,110.0,61.92781602408642,127.21040743001376,-48.07218397591358,58,115.15015635484266
35604M84400000,08_fair_champion,sba_croston,SBA Croston,139.67703027081362,231.8251937803336,77.0,136.12498776447268,178.5053992108569,59.12498776447268,22,139.67703027081362
35612M60B50000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,32.0,0.0,32.0,-32.0,10,100.0
3565050J10000,08_fair_champion,hurdle_rf_thr35,Hurdle Random Forest threshold 0.35,100.0,100.0,34.0,0.0,34.0,-34.0,16,100.0
35650M53T00000,08_fair_champion,tsb,TSB,93.28947802197804,87.54526315789475,95.0,31.122,83.168,-63.87799999999999,58,93.28947802197804
35650M60M00000,08_fair_champion,sba_croston,SBA Croston,117.79756972803594,128.61439536837028,64.0,58.11547547394332,82.31321303575699,-5.884524526056687,56,117.79756972803594
35651M79G40000,08_fair_champion,sba_croston_tuned,SBA Croston Tuned,129.26931070880323,233.4664737732712,38.0,88.6647428426713,88.71726003384308,50.66474284267129,32,129.26931070880323
35651M79M00000,08_fair_champion,xgb_tweedie_depth2_reg10,XGBoost Tweedie depth2 reg10,98.97870455688113,111.449903213542,97.0,112.06631374115447,108.10640611713576,15.0663137411545,72,98.97870455688113
35670M76T00000,08_fair_champion,tsb,TSB,93.08478299350573,91.51988511524549,86.0,47.86150680200001,78.70710119911111,-38.13849319799999,63,93.08478299350573
35671M79G30000,08_fair_champion,sba_croston,SBA Croston,112.4411969066358,115.71053833507575,91.0,83.24369497427429,105.29658988491894,-7.756305025725707,67,112.4411969066358
35671M79G40000,08_fair_champion,sba_croston,SBA Croston,107.98770982214585,129.02063224253055,85.0,69.8640734447938,109.66753740615096,-15.135926555206195,61,107.98770982214585
3570186R00000,08_fair_champion,direct_random_forest_log1p,Direct Random Forest log1p,73.41328136052428,67.61140920495906,217.0,173.2375994276148,146.71675797476115,-43.76240057238518,122,73.41328136052428
35701M76T00000,08_fair_champion,aggregate_allocation,Aggregate Allocation,99.4809351728494,97.05127375325524,119.0,9.623510396464992,115.49101576637376,-109.37648960353502,73,99.4809351728494
3570273R10000,08_fair_champion,hurdle_xgb_thr30,Hurdle XGBoost threshold 0.30,105.07679110713616,108.44297581458846,69.0,10.079038271628136,74.82565331206604,-58.92096172837186,38,105.07679110713616
