sku_id,candidate_source,candidate_model,mean_rolling_3m_wmape_percent,fair08_source,fair08_model,fair08_mean_rolling_3m_wmape_percent,delta_09_champion_minus_08
43210M62S620CB,08_fair_champion,Aggregate Allocation,92.61040074201505,06_intermittent_tournament,Aggregate Allocation,92.61040074201505,0.0
43210M68K1109L,09_croston_ml_hybrid,Croston Random Forest gated probability size,107.52032891803604,06_intermittent_tournament,SBA Croston,108.74797212945272,-1.2276432114166766
43210M74T50QC8,09_croston_ml_hybrid,Croston HistGB gated probability size,100.0,06_intermittent_tournament,SBA Croston,100.0,0.0
43210M76M5127N,08_fair_champion,SBA Croston,112.19066238100596,06_intermittent_tournament,SBA Croston,112.19066238100596,0.0
43210M76T50QC8,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,91.31894708700885,06_intermittent_tournament,TSB,93.05365456979368,-1.7347074827848274
43210M79G5339M,08_fair_champion,SBA Croston,90.93668525738664,06_intermittent_tournament,SBA Croston,90.93668525738664,0.0
43210M83P0027N,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,106.5144074240736,06_intermittent_tournament,SBA Croston,126.09386870960871,-19.579461285535118
4325065DA1C48,09_croston_ml_hybrid,Croston Random Forest gated probability size,101.0050818657045,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,106.5038694906642,-5.498787624959704
4325079P00ZH1,09_croston_ml_hybrid,Croston Random Forest gated probability size,104.08630898748035,06_intermittent_tournament,SBA Croston,111.75771055738409,-7.671401569903736
43250M53M0027N,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
43250M53T0027N,08_fair_champion,Aggregate Allocation,100.0,06_intermittent_tournament,Aggregate Allocation,100.0,0.0
43250M68K1027N,08_fair_champion,SBA Croston,106.00756874718802,06_intermittent_tournament,SBA Croston,106.00756874718802,0.0
43250M68K2027N,08_fair_champion,SBA Croston,101.01522057065598,06_intermittent_tournament,SBA Croston,101.01522057065598,0.0
43250M74L0027N,08_fair_champion,SBA Croston,91.22772655361436,06_intermittent_tournament,SBA Croston,91.22772655361436,0.0
43250M74L1027N,08_fair_champion,SBA Croston,118.16004768395088,06_intermittent_tournament,SBA Croston,118.16004768395088,0.0
43250M79G6027N,08_fair_champion,SBA Croston,82.08995945824005,06_intermittent_tournament,SBA Croston,82.08995945824005,0.0
43250M79M0027N,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,100.95140415083881,06_intermittent_tournament,SBA Croston,103.7407927134148,-2.7893885625759935
4325251K20DB7,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,110.3047025296115,08_tuned_capped_full_coverage,Hurdle XGBoost threshold 0.30,128.73785332726035,-18.43315079764885
4325261J0027S,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,101.98756995300452,08_tuned_capped_full_coverage,Hurdle XGBoost threshold 0.30,103.75568451440196,-1.7681145613974394
4325283S00CZ2,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,111.58371047770723,06_intermittent_tournament,Recent Mean 6m,115.34869976359336,-3.7649892858861307
43402M74L21000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,97.15531491246813,06_intermittent_tournament,SBA Croston,110.13878739243891,-12.983472479970786
4342386G01000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,102.93398438470912,07_clean_regression,Direct Extra Trees log1p,109.6078630334949,-6.673878648785774
4345965J00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
44119M53M00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
48150M53M10C48,09_croston_ml_hybrid,Croston HistGB gated probability size,96.80752049475163,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,-3.1924795052483717
48150M68P00C48,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
48150M69R00C48,09_croston_ml_hybrid,Croston Random Forest gated probability size,97.54782852744336,06_intermittent_tournament,SBA Croston,98.48577667323302,-0.9379481457896617
48150M79M11C48,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
4982162A51000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
5730073R02000,08_fair_champion,Direct Random Forest log1p,87.90469817169125,07_clean_regression,Direct Random Forest log1p,87.90469817169125,0.0
5730079P02000,08_fair_champion,SBA Croston,97.69387699298576,06_intermittent_tournament,SBA Croston,97.69387699298576,0.0
57300M66L00000,08_fair_champion,SBA Croston,102.24727059618505,06_intermittent_tournament,SBA Croston,102.24727059618505,0.0
57300M68K10000,08_fair_champion,SBA Croston,105.72840162740106,06_intermittent_tournament,SBA Croston,105.72840162740106,0.0
57300M74T00000,08_fair_champion,Direct Extra Trees log1p,82.54326671667057,07_clean_regression,Direct Extra Trees log1p,82.54326671667057,0.0
57300M75T00000,08_fair_champion,Direct Random Forest log1p,99.05362549343582,07_clean_regression,Direct Random Forest log1p,99.05362549343582,0.0
5741079P00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,96.4816465324029,06_intermittent_tournament,SBA Croston,113.06264563402644,-16.580999101623533
57410M67P00000,08_fair_champion,SBA Croston,90.09712840696778,06_intermittent_tournament,SBA Croston,90.09712840696778,0.0
5742071L01000,08_fair_champion,SBA Croston,100.77486934496876,06_intermittent_tournament,SBA Croston,100.77486934496876,0.0
57611M68K10000,08_fair_champion,SBA Croston,93.6338944202878,06_intermittent_tournament,SBA Croston,93.6338944202878,0.0
57711M66L00000,08_fair_champion,SBA Croston,101.33117943118673,06_intermittent_tournament,SBA Croston,101.33117943118673,0.0
57711M79G10000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,100.77874715839113,06_intermittent_tournament,TSB,115.60511221290366,-14.826365054512536
5811077K00000,08_fair_champion,SBA Croston,117.46154328827542,06_intermittent_tournament,SBA Croston,117.46154328827542,0.0
58110M74L00000,08_fair_champion,SBA Croston,101.41986736145248,06_intermittent_tournament,SBA Croston,101.41986736145248,0.0
5812165J00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,112.81604272623858,06_intermittent_tournament,SBA Croston,131.67260638096204,-18.85656365472346
5823054P00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,96.27424713837574,06_intermittent_tournament,SBA Croston,117.10955115652388,-20.835304018148136
5823065J00000,08_fair_champion,SBA Croston,100.36259519987524,06_intermittent_tournament,SBA Croston,100.36259519987524,0.0
58230M79G01000,08_fair_champion,SBA Croston,100.29152362334992,06_intermittent_tournament,SBA Croston,100.29152362334992,0.0
58240M53M00000,08_fair_champion,SBA Croston,99.17360399771955,06_intermittent_tournament,SBA Croston,99.17360399771955,0.0
58240M67P00000,08_fair_champion,SBA Croston,95.64112296963368,06_intermittent_tournament,SBA Croston,95.64112296963368,0.0
58251M53M00000,08_fair_champion,SBA Croston,98.47535356535488,06_intermittent_tournament,SBA Croston,98.47535356535488,0.0
5827080J20000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,112.13202730942798,06_intermittent_tournament,SBA Croston,112.29625308924628,-0.16422577981829534
61513M56R01000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
64111M56R01P21,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
65500M75L00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,104.28625868231643,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,122.5857025037485,-18.299443821432064
65500M79M00000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,106.101121235702,06_intermittent_tournament,TSB,127.5546517019369,-21.45353046623491
6570079P11000,08_fair_champion,SBA Croston,102.93072892658066,06_intermittent_tournament,SBA Croston,102.93072892658066,0.0
65700M72P00000,08_fair_champion,SBA Croston,88.88556188873326,06_intermittent_tournament,SBA Croston,88.88556188873326,0.0
6800153R00000,08_fair_champion,Direct Extra Trees log1p,84.18373845097565,07_clean_regression,Direct Extra Trees log1p,84.18373845097565,0.0
6800164J01000,08_fair_champion,SBA Croston,101.47792311253508,06_intermittent_tournament,SBA Croston,101.47792311253508,0.0
68001M53M50000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,108.10634925543705,06_intermittent_tournament,SBA Croston,133.5288781684791,-25.422528913042058
68001M74L21000,08_fair_champion,SBA Croston,100.45976595446407,06_intermittent_tournament,SBA Croston,100.45976595446407,0.0
68001M75T00000,08_fair_champion,Aggregate Allocation,100.0,06_intermittent_tournament,Aggregate Allocation,100.0,0.0
6800261M01000,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,81.75731626865077,08_tuned_capped_full_coverage,XGBoost Tweedie depth2 reg10,90.705521488679,-8.948205220028228
6800271L00000,08_fair_champion,SBA Croston,107.91871229859863,06_intermittent_tournament,SBA Croston,107.91871229859863,0.0
6800280820000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,94.96230747018542,06_intermittent_tournament,SBA Croston,129.55139280008234,-34.58908532989692
68002M53M00000,08_fair_champion,SBA Croston,96.68045978363725,06_intermittent_tournament,SBA Croston,96.68045978363725,0.0
68002M74L31000,08_fair_champion,SBA Croston,81.37167460752025,06_intermittent_tournament,SBA Croston,81.37167460752025,0.0
68002M75T00000,08_fair_champion,Direct Hist Gradient Squared,87.50521852437406,07_clean_regression,Direct Hist Gradient Squared,87.50521852437406,0.0
68002M79G01000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
68003M74L31000,08_fair_champion,SBA Croston,103.07574794846306,06_intermittent_tournament,SBA Croston,103.07574794846306,0.0
6910077R14000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
69100M66L01000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
69100M66L21000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,98.87780081677985,06_intermittent_tournament,SBA Croston,100.186127971688,-1.3083271549081417
6932068LA0000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,103.17726322473622,06_intermittent_tournament,SBA Croston,109.90383333210544,-6.726570107369213
69330M74L00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
69410M74L00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
6942063J00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
69430M74L00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
71074M79M00C48,08_fair_champion,Hurdle Random Forest,95.9775794294918,06_intermittent_tournament,Hurdle Random Forest,95.9775794294918,0.0
71091M843005PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,100.14877627236825,06_intermittent_tournament,SBA Croston,131.87462442126665,-31.725848148898393
7112073R00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7148176J00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7170059810T2G,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7171152S005PK,08_fair_champion,SBA Croston Tuned,73.92945562016214,06_intermittent_tournament,SBA Croston Tuned,73.92945562016214,0.0
7171154L30799,08_fair_champion,SBA Croston,105.37630856134248,06_intermittent_tournament,SBA Croston,105.37630856134248,0.0
7171161J00799,08_fair_champion,SBA Croston,102.78475644033378,06_intermittent_tournament,SBA Croston,102.78475644033378,0.0
7171163T20799,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,100.53402355739048,06_intermittent_tournament,SBA Croston,101.1574074074074,-0.6233838500169213
7171171L00799,08_fair_champion,SBA Croston,103.33987493998194,06_intermittent_tournament,SBA Croston,103.33987493998194,0.0
7171177K70799,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7171177KD0799,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7171181A405PK,08_fair_champion,Hurdle Random Forest,100.0,06_intermittent_tournament,Hurdle Random Forest,100.0,0.0
71711M53M005PK,08_fair_champion,SBA Croston,91.63332442496748,06_intermittent_tournament,SBA Croston,91.63332442496748,0.0
71711M53M00799,08_fair_champion,SBA Croston,100.93019045652024,06_intermittent_tournament,SBA Croston,100.93019045652024,0.0
71711M73T015PK,08_fair_champion,Hurdle XGBoost Tweedie,93.96931210386852,07_clean_regression,Hurdle XGBoost Tweedie,93.96931210386852,0.0
71711M76M00799,08_fair_champion,SBA Croston,109.25526759654998,06_intermittent_tournament,SBA Croston,109.25526759654998,0.0
71711M79G105PK,08_fair_champion,SBA Croston,99.15081220365086,06_intermittent_tournament,SBA Croston,99.15081220365086,0.0
7171284A10W07,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,107.3617456094274,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,111.71123052409544,-4.349484914668039
7171284A20W07,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
71712M60MA05PK,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,83.92199341367397,06_intermittent_tournament,SBA Croston,90.00303745982949,-6.081044046155512
71712M69T005PK,08_fair_champion,Direct Hist Gradient Squared,92.63592821827358,07_clean_regression,Direct Hist Gradient Squared,92.63592821827358,0.0
71712M74T005PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,97.6391880609232,06_intermittent_tournament,SBA Croston,101.16768841394828,-3.5285003530250805
7171584A00ZM2,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,97.81989752479195,06_intermittent_tournament,SBA Croston,112.08388548332938,-14.263987958537427
7171754GA0000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,106.11375700682402,06_intermittent_tournament,SBA Croston,112.17243336307516,-6.058676356251141
71721M76M005PK,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
71722M76T005PK,08_fair_champion,TSB,95.92948252399772,06_intermittent_tournament,TSB,95.92948252399772,0.0
71731M60M00000,08_fair_champion,SBA Croston,92.24223600259768,06_intermittent_tournament,SBA Croston,92.24223600259768,0.0
7173263T00000,08_fair_champion,Aggregate Allocation,101.92837375312646,06_intermittent_tournament,Aggregate Allocation,101.92837375312646,0.0
7173277M10000,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,88.2614598876636,06_intermittent_tournament,SBA Croston,90.30296723277635,-2.0415073451127483
71732M75T00000,08_fair_champion,XGBoost Tweedie depth2 reg10,95.3324754496955,08_tuned_capped_full_coverage,XGBoost Tweedie depth2 reg10,95.3324754496955,0.0
71732M76T01000,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,93.72702797667964,07_clean_regression,Direct XGBoost Tweedie,98.16701747740244,-4.4399895007228025
7173368L00000,09_croston_ml_hybrid,Croston Random Forest gated probability size,101.85555937844812,06_intermittent_tournament,SBA Croston,109.03771128463926,-7.182151906191137
71734M58R00000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,99.82377448549835,06_intermittent_tournament,SBA Croston,113.39731154511006,-13.57353705961171
71736M74T00000,08_fair_champion,Direct Random Forest log1p,54.66225446013987,07_clean_regression,Direct Random Forest log1p,54.66225446013987,0.0
7174050U10CUG,08_fair_champion,Hurdle XGBoost threshold 0.30,99.82441481019268,08_tuned_capped_full_coverage,Hurdle XGBoost threshold 0.30,99.82441481019268,0.0
7174063T00EJ1,08_fair_champion,SBA Croston,100.84064021783576,06_intermittent_tournament,SBA Croston,100.84064021783576,0.0
71740M50S00C48,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,102.28460892554253,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,107.21932131011664,-4.934712384574112
71740M68P20C48,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
71740M74T00C48,08_fair_champion,TSB,91.71141830268672,06_intermittent_tournament,TSB,91.71141830268672,0.0
71740M74T20KDJ,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,91.81672377974574,06_intermittent_tournament,TSB,91.87154346590908,-0.05481968616334143
7174173K005PK,08_fair_champion,SBA Croston,102.33660268029602,06_intermittent_tournament,SBA Croston,102.33660268029602,0.0
71741M66L005PK,08_fair_champion,SBA Croston,109.5199855980926,06_intermittent_tournament,SBA Croston,109.5199855980926,0.0
71741M79G10000,08_fair_champion,SBA Croston,114.58523324306162,06_intermittent_tournament,SBA Croston,114.58523324306162,0.0
7174265J010PG,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,106.94377249580319,06_intermittent_tournament,SBA Croston,114.432659218806,-7.488886723002807
71742M53M100CB,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
71742M79G000PG,08_fair_champion,SBA Croston,114.28276598450108,06_intermittent_tournament,SBA Croston,114.28276598450108,0.0
71743M53M100CB,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
71744M53M00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,92.33265908396974,06_intermittent_tournament,SBA Croston,126.4229140919945,-34.090255008024755
71750M55T30C48,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,81.83043459849313,06_intermittent_tournament,Recent Mean 6m,82.0194202742904,-0.18898567579726944
7175160B00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7175163J105PK,08_fair_champion,Hurdle Random Forest threshold 0.35,90.12328595340314,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,90.12328595340314,0.0
7175173K105PK,08_fair_champion,SBA Croston,96.47125694166992,06_intermittent_tournament,SBA Croston,96.47125694166992,0.0
71751M50S005PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,99.47361856953711,06_intermittent_tournament,SBA Croston,112.59605771884168,-13.122439149304569
71751M67P005PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,93.88918631399672,06_intermittent_tournament,SBA Croston,120.52009069272704,-26.63090437873032
71751M68K005PK,08_fair_champion,SBA Croston,102.71844521848494,06_intermittent_tournament,SBA Croston,102.71844521848494,0.0
71751M75T105PK,08_fair_champion,Aggregate Allocation,100.0,06_intermittent_tournament,Aggregate Allocation,100.0,0.0
71751M76MB0ZNZ,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,105.37789610589556,06_intermittent_tournament,SBA Croston,105.63038094032018,-0.2524848344246209
71751M76T005PK,08_fair_champion,Direct Random Forest log1p,88.26395804099867,07_clean_regression,Direct Random Forest log1p,88.26395804099867,0.0
71751M79G10000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,102.265005854251,06_intermittent_tournament,SBA Croston,103.34446855940476,-1.0794627051537589
7175260B00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7175360B00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7176060P205PK,08_fair_champion,SBA Croston,99.81305611681805,06_intermittent_tournament,SBA Croston,99.81305611681805,0.0
7176160MB05PK,09_croston_ml_hybrid,Croston Random Forest gated probability size,100.26811219946549,06_intermittent_tournament,SBA Croston,104.7260723467705,-4.457960147305002
7176171L105PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,94.83598151319735,06_intermittent_tournament,SBA Croston,100.747018566893,-5.911037053695651
7176173K105PK,08_fair_champion,SBA Croston,98.7083750847035,06_intermittent_tournament,SBA Croston,98.7083750847035,0.0
71761M55T105PK,08_fair_champion,Direct XGBoost Tweedie,83.50909990532094,07_clean_regression,Direct XGBoost Tweedie,83.50909990532094,0.0
71761M68K005PK,08_fair_champion,SBA Croston,103.58549345189589,06_intermittent_tournament,SBA Croston,103.58549345189589,0.0
71761M75L005PK,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,124.44610441884687,06_intermittent_tournament,Recent Mean 6m,125.17921146953408,-0.7331070506872095
71761M75L105PK,08_fair_champion,SBA Croston,103.42069398385108,06_intermittent_tournament,SBA Croston,103.42069398385108,0.0
71761M75T105PK,08_fair_champion,Direct Extra Trees log1p,84.77368786955812,07_clean_regression,Direct Extra Trees log1p,84.77368786955812,0.0
71761M76MB0ZNZ,08_fair_champion,Direct Extra Trees log1p,121.30835856109516,07_clean_regression,Direct Extra Trees log1p,121.30835856109516,0.0
7177161M005PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,100.54534800739245,06_intermittent_tournament,SBA Croston,116.44523037050492,-15.899882363112468
71772M74T00000,08_fair_champion,Hurdle XGBoost Tweedie,95.89997291141164,07_clean_regression,Hurdle XGBoost Tweedie,95.89997291141164,0.0
71781M66L00000,08_fair_champion,SBA Croston,100.66042248371964,06_intermittent_tournament,SBA Croston,100.66042248371964,0.0
7178254P00000,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,102.90225575951969,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,107.43184427165164,-4.5295885121319515
7178277KA05PK,09_croston_ml_hybrid,Croston Random Forest gated probability size,108.91484065152838,06_intermittent_tournament,SBA Croston,121.6668282315848,-12.751987580056422
7179086R10C48,08_fair_champion,SBA Croston,97.27072872455231,06_intermittent_tournament,SBA Croston,97.27072872455231,0.0
7179154P00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,100.69887786394074,06_intermittent_tournament,SBA Croston,126.9904229227628,-26.291545058822066
7181165DD1799,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7181172L10799,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,97.14767233666144,06_intermittent_tournament,Recent Mean 6m,105.14835858585856,-8.000686249197116
7181177MJ0799,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,114.54803267630135,06_intermittent_tournament,SBA Croston,126.50124283837742,-11.953210162076076
7181180J20799,08_fair_champion,SBA Croston,102.62578706950018,06_intermittent_tournament,SBA Croston,102.62578706950018,0.0
71811M68P20799,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
71811M68P30799,08_fair_champion,Aggregate Allocation,105.76899284017122,06_intermittent_tournament,Aggregate Allocation,105.76899284017122,0.0
71811M79G005PK,08_fair_champion,SBA Croston,99.31970908093317,06_intermittent_tournament,SBA Croston,99.31970908093317,0.0
71812M66L00000,08_fair_champion,SBA Croston,100.71529937586809,06_intermittent_tournament,SBA Croston,100.71529937586809,0.0
71813M66L00000,08_fair_champion,SBA Croston,105.08964103808889,06_intermittent_tournament,SBA Croston,105.08964103808889,0.0
7182163J00000,08_fair_champion,SBA Croston,105.04347636408416,06_intermittent_tournament,SBA Croston,105.04347636408416,0.0
71821M60M00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,99.22173359202888,07_clean_regression,Direct Extra Trees log1p,107.56071371114146,-8.338980119112577
7182263J00000,08_fair_champion,SBA Croston,106.62686762885636,06_intermittent_tournament,SBA Croston,106.62686762885636,0.0
71831M74T00000,08_fair_champion,Aggregate Allocation,100.0,06_intermittent_tournament,Aggregate Allocation,100.0,0.0
71831M76T00000,08_fair_champion,TSB,90.67587096455752,06_intermittent_tournament,TSB,90.67587096455752,0.0
7183263J00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7185160G00000,08_fair_champion,SBA Croston,100.9272907910525,06_intermittent_tournament,SBA Croston,100.9272907910525,0.0
7185261J01000,09_croston_ml_hybrid,Croston HistGB gated probability size,96.95602953912827,06_intermittent_tournament,SBA Croston,100.29201902095728,-3.3359894818290172
7187161M005PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,100.94974038052179,06_intermittent_tournament,SBA Croston,110.58920123915392,-9.639460858632134
7211062R00ES5,09_croston_ml_hybrid,Croston XGBoost depth3 gated probability size,102.79358510632773,06_intermittent_tournament,SBA Croston,112.97059208143888,-10.177006975111155
7211157M005PK,08_fair_champion,SBA Croston,103.06872015619209,06_intermittent_tournament,SBA Croston,103.06872015619209,0.0
72111M8440009E,08_fair_champion,SBA Croston,122.33604456917044,06_intermittent_tournament,SBA Croston,122.33604456917044,0.0
72111M8450009E,08_fair_champion,SBA Croston,137.46337216803798,06_intermittent_tournament,SBA Croston,137.46337216803798,0.0
7211254GB0Z2S,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
7211281A005PK,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,103.60468814508594,08_tuned_capped_full_coverage,Hurdle XGBoost threshold 0.30,121.81681550173828,-18.21212735665233
72211M60M005PK,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
72221M56R005PK,08_fair_champion,SBA Croston,95.17107074007292,06_intermittent_tournament,SBA Croston,95.17107074007292,0.0
72311M68P01000,09_croston_ml_hybrid,Croston XGBoost depth2 expected value,79.49745067611715,06_intermittent_tournament,SBA Croston,86.93652284767506,-7.4390721715579105
7231282K00000,08_fair_champion,Hurdle Random Forest threshold 0.35,100.0,08_tuned_capped_full_coverage,Hurdle Random Forest threshold 0.35,100.0,0.0
72312M79M00000,08_fair_champion,Hurdle Random Forest,99.7623262219754,06_intermittent_tournament,Hurdle Random Forest,99.7623262219754,0.0
72320M80T00000,08_fair_champion,Direct Hist Gradient Squared,90.32997557184127,07_clean_regression,Direct Hist Gradient Squared,90.32997557184127,0.0
72321M76T00000,08_fair_champion,TSB,97.1885543550082,06_intermittent_tournament,TSB,97.1885543550082,0.0
72321M79G00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,109.55597380797069,06_intermittent_tournament,SBA Croston,113.13503302051204,-3.5790592125413525
7232353R00000,09_croston_ml_hybrid,Croston XGBoost depth2 gated probability size,101.41324031891095,06_intermittent_tournament,SBA Croston,101.80311381160118,-0.38987349269022786
