sku_id,model_key,model,fold_count,backtest_rows,actual_total,forecast_total,absolute_error,bias,horizon_wmape_percent,mean_rolling_3m_wmape_percent,median_rolling_3m_wmape_percent,valid_rolling_3m_windows,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,feature_count,fit_status,wmape_valid,selection_score,selection_metric,bias_percent,wmape_band
83665M68P01000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,128.0,230.46150232242883,174.07412351957026,102.46150232242883,135.99540899966428,163.28884720240353,136.61674981918793,143,76,162,111,779,fit,True,163.28884720240353,mean_rolling_3m_wmape_percent,80.04804868939752,100_to_200
83665M68P01000,direct_random_forest_log1p,Direct Random Forest log1p,9,162,128.0,247.97414119153646,182.89901291585113,119.97414119153645,142.8898538405087,173.15254076987245,145.0034587248676,143,76,162,121,779,fit,True,173.15254076987245,mean_rolling_3m_wmape_percent,93.72979780588786,100_to_200
83665M68P01000,direct_tweedie_glm,Direct Tweedie GLM,9,162,128.0,247.80472415990556,189.53456488530037,119.80472415990559,148.0738788166409,175.7459276882147,124.72852040776061,143,76,162,113,779,fit,True,175.7459276882147,mean_rolling_3m_wmape_percent,93.59744074992624,100_to_200
83665M68P01000,direct_xgboost_tweedie,Direct XGBoost Tweedie,9,162,128.0,290.56308858052535,226.33591218873394,162.56308858052537,176.82493139744838,196.22159681405404,151.99952971263403,143,76,162,109,779,fallback_hist_poisson_xgboost_missing,True,196.22159681405404,mean_rolling_3m_wmape_percent,127.00241295353545,100_to_200
83665M68P01000,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,9,162,128.0,301.3310543378609,220.59339189124213,173.33105433786096,172.33858741503292,206.0257541943212,171.25705610379845,143,76,162,145,779,fallback_hist_probability_times_positive_amount_xgboost_missing,True,206.0257541943212,mean_rolling_3m_wmape_percent,135.41488620145387,over_200
83665M68P01000,direct_hist_poisson,Direct Hist Gradient Poisson,9,162,128.0,319.95482625487887,247.23035690267224,191.9548262548789,193.1487163302127,216.52252413412114,159.87327049623727,143,76,162,125,779,fit,True,216.52252413412114,mean_rolling_3m_wmape_percent,149.96470801162414,over_200
83665M68P01000,hurdle_random_forest,Hurdle Random Forest Regression,9,162,128.0,356.51583631703335,266.89137021532156,228.5158363170333,208.50888298071996,262.8855012444848,199.4168403841907,143,76,162,152,779,fit_probability_times_positive_amount,True,262.8855012444848,mean_rolling_3m_wmape_percent,178.52799712268225,over_200
83665M68P01000,direct_hist_squared,Direct Hist Gradient Squared,9,162,128.0,395.99551210339064,300.1190262954575,267.9955121033906,234.46798929332618,277.6503300004639,229.0777689520797,143,76,162,160,779,fit,True,277.6503300004639,mean_rolling_3m_wmape_percent,209.3714938307739,over_200
83665M68P01000,direct_random_forest,Direct Random Forest,9,162,128.0,400.58368216271526,303.911335655949,272.58368216271526,237.43073098121016,307.25215036166446,235.68890294950276,143,76,162,160,779,fit,True,307.25215036166446,mean_rolling_3m_wmape_percent,212.9560016896213,over_200
83714M62B00000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,53.0,90.94534845095696,134.25153522136725,37.945348450956956,253.30478343654198,107.85985417385572,109.21809059870318,20,8,162,18,779,fit,True,107.85985417385572,mean_rolling_3m_wmape_percent,71.59499707727728,100_to_200
