candidate_id,config_id,temperature,decay,shrink,neighbor_weight,top_k,memory_weight,shift_threshold,shift_decay,neighbors,all_skus,positive_skus,under_50,under_70,under_100,median_wmape,p75_wmape,median_mase,portfolio_wmape,actual_total,forecast_total,bias_pct,cohort
temp6.00__decay1.00__shrink6.0__peer0.35__top2__memory0.75,temp6.00__decay1.00__shrink6.0__peer0.35__top2__memory0.75,6.0,1.0,6.0,0.35,2.0,0.75,0.75,0.25,12,215,215,98,151,204,52.87746601138344,72.66869096510891,0.43927843667567396,56.931800309041165,3699.0,2625.8512731817536,-29.011860687165353,recurring_a
temp6.00__decay1.00__shrink6.0__peer0.35__top2__memory1.00,temp6.00__decay1.00__shrink6.0__peer0.35__top2__memory1.00,6.0,1.0,6.0,0.35,2.0,1.0,0.75,0.25,12,215,215,95,149,206,52.24827718966034,73.63684507548484,0.434507330683299,57.816697032393314,3699.0,2641.956434352818,-28.576468387325814,recurring_a
temp6.00__decay1.00__shrink6.0__peer0.35__top4__memory0.50,temp6.00__decay1.00__shrink6.0__peer0.35__top4__memory0.50,6.0,1.0,6.0,0.35,4.0,0.5,0.75,0.25,12,215,215,94,156,203,54.39196484918338,71.90102595610698,0.4459952039797106,56.5199592113728,3699.0,2606.169478401417,-29.54394489317607,recurring_a
temp6.00__decay1.00__shrink6.0__peer0.35__top4__memory0.75,temp6.00__decay1.00__shrink6.0__peer0.35__top4__memory0.75,6.0,1.0,6.0,0.35,4.0,0.75,0.75,0.25,12,215,215,95,153,206,53.70190909038013,72.70718719052554,0.43701131168030405,56.97308199684829,3699.0,2620.486322767847,-29.156898546422088,recurring_a
temp6.00__decay1.00__shrink6.0__peer0.35__top4__memory1.00,temp6.00__decay1.00__shrink6.0__peer0.35__top4__memory1.00,6.0,1.0,6.0,0.35,4.0,1.0,0.75,0.25,12,215,215,95,150,206,52.66033940058424,73.02965925303499,0.43579733067595194,57.93696383553286,3699.0,2634.803167134276,-28.769852199668126,recurring_a
temp6.00__decay1.00__shrink6.0__peer0.35__topall__memory0.50,temp6.00__decay1.00__shrink6.0__peer0.35__topall__memory0.50,6.0,1.0,6.0,0.35,,0.5,0.75,0.25,12,215,215,100,156,205,54.12572654096243,71.54549616547493,0.441169817120307,56.158333440264784,3699.0,2636.0092844669907,-28.737245621330338,recurring_a
temp6.00__decay1.00__shrink6.0__peer0.35__topall__memory0.75,temp6.00__decay1.00__shrink6.0__peer0.35__topall__memory0.75,6.0,1.0,6.0,0.35,,0.75,0.75,0.25,12,215,215,100,156,203,53.03925516374862,71.5239377348609,0.4398340331962492,56.31673880327614,3699.0,2665.246031866206,-27.94684963865353,recurring_a
temp6.00__decay1.00__shrink6.0__peer0.35__topall__memory1.00,temp6.00__decay1.00__shrink6.0__peer0.35__topall__memory1.00,6.0,1.0,6.0,0.35,,1.0,0.75,0.25,12,215,215,98,155,203,53.335394525687505,71.74632531449643,0.43371554402398826,56.84201124203485,3699.0,2694.4827792654214,-27.156453655976712,recurring_a
temp1.00__decay0.50__shrink2.0__peer0.00__top2__memory0.50,temp1.00__decay0.50__shrink2.0__peer0.00__top2__memory0.50,1.0,0.5,2.0,0.0,2.0,0.5,0.75,0.25,12,110,110,37,64,88,62.66329498205526,90.56161430242477,0.3382535734583227,71.71461471922511,756.0,791.2572327427503,4.663655124702416,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.00__top2__memory0.75,temp1.00__decay0.50__shrink2.0__peer0.00__top2__memory0.75,1.0,0.5,2.0,0.0,2.0,0.75,0.75,0.25,12,110,110,36,63,89,62.73201379791594,88.20615733663695,0.3383244237831987,72.26918971637802,756.0,770.6581686385828,1.938911195579731,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.00__top2__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.00__top2__memory1.00,1.0,0.5,2.0,0.0,2.0,1.0,0.75,0.25,12,110,110,34,62,92,63.59768881050073,87.7128154216914,0.33958110042967027,73.38615711554593,756.0,750.0591045344154,-0.7858327335429388,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.00__top4__memory0.50,temp1.00__decay0.50__shrink2.0__peer0.00__top4__memory0.50,1.0,0.5,2.0,0.0,4.0,0.5,0.75,0.25,12,110,110,39,63,88,64.8233647528674,89.9271703870997,0.34451427312629385,72.22433443850356,756.0,801.7617081928375,6.05313600434359,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.00__top4__memory0.75,temp1.00__decay0.50__shrink2.0__peer0.00__top4__memory0.75,1.0,0.5,2.0,0.0,4.0,0.75,0.75,0.25,12,110,110,39,62,92,64.86867471149142,89.01065318905533,0.346733878361605,72.62956957343674,756.0,786.4148818137137,4.023132515041493,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.00__top4__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.00__top4__memory1.00,1.0,0.5,2.0,0.0,4.0,1.0,0.75,0.25,12,110,110,37,62,93,64.03227566285362,89.55384065014321,0.35538327259369085,73.29463885416865,756.0,771.0680554345901,1.9931290257394265,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory0.50,temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory0.50,1.0,0.5,2.0,0.0,,0.5,0.75,0.25,12,110,110,37,63,87,62.615027516889796,92.1419640976736,0.33486364730510365,72.34954525398601,756.0,828.119127468473,9.539567125459396,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory0.75,temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory0.75,1.0,0.5,2.0,0.0,,0.75,0.75,0.25,12,110,110,36,63,87,62.61220464858397,92.17514507408185,0.3348887062284701,72.23005792995308,756.0,825.9510107271668,9.252779196715187,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.00__topall__memory1.00,1.0,0.5,2.0,0.0,,1.0,0.75,0.25,12,110,110,36,63,87,62.68897232164683,92.32821616762179,0.3349137651518366,72.12448549963413,756.0,823.7828939858609,8.965991267971024,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.35__top2__memory0.50,temp1.00__decay0.50__shrink2.0__peer0.35__top2__memory0.50,1.0,0.5,2.0,0.35,2.0,0.5,0.75,0.25,12,110,110,37,65,89,62.783398563346864,90.38776909996812,0.33273795315849786,71.39776812909898,756.0,785.1102114495053,3.8505570700403835,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.35__top2__memory0.75,temp1.00__decay0.50__shrink2.0__peer0.35__top2__memory0.75,1.0,0.5,2.0,0.35,2.0,0.75,0.75,0.25,12,110,110,36,65,90,63.23744933183721,88.77318339145712,0.33916674609742725,71.83230901600182,756.0,761.4376366987157,0.719264113586728,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.35__top2__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.35__top2__memory1.00,1.0,0.5,2.0,0.35,2.0,1.0,0.75,0.25,12,110,110,33,64,93,62.41945183729256,89.11953742260327,0.34645980138967963,73.36238930953668,756.0,737.7650619479258,-2.4120288428669574,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.35__top4__memory0.50,temp1.00__decay0.50__shrink2.0__peer0.35__top4__memory0.50,1.0,0.5,2.0,0.35,4.0,0.5,0.75,0.25,12,110,110,38,63,88,64.30973698644641,89.55283238953439,0.3520580841060824,71.83485481014425,756.0,794.9787201769384,5.155915367319894,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.35__top4__memory0.75,temp1.00__decay0.50__shrink2.0__peer0.35__top4__memory0.75,1.0,0.5,2.0,0.35,4.0,0.75,0.75,0.25,12,110,110,38,64,92,65.08306429111036,89.31055519884883,0.3452894424328488,71.98319604312965,756.0,776.2403997898651,2.6773015595059704,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.35__top4__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.35__top4__memory1.00,1.0,0.5,2.0,0.35,4.0,1.0,0.75,0.25,12,110,110,37,63,92,64.71277250959011,87.87168588119118,0.3554292943772288,72.71089411551213,756.0,757.5020794027917,0.1986877516920173,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory0.50,temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory0.50,1.0,0.5,2.0,0.35,,0.5,0.75,0.25,12,110,110,36,63,87,62.57354229761515,92.03535759687298,0.3346684457947476,72.36644572982065,756.0,828.3438863716949,9.569297139113083,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory0.75,temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory0.75,1.0,0.5,2.0,0.35,,0.75,0.75,0.25,12,110,110,36,63,87,62.54997681967201,92.08169388509654,0.33459590396293604,72.2563287929276,756.0,826.2881490819997,9.297374217195724,recurring_b
temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory1.00,temp1.00__decay0.50__shrink2.0__peer0.35__topall__memory1.00,1.0,0.5,2.0,0.35,,1.0,0.75,0.25,12,110,110,36,63,87,62.55260845386074,92.20361458230802,0.33452336213112466,72.15575639561666,756.0,824.2324117923044,9.025451295278366,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.00__top2__memory0.50,temp1.00__decay0.50__shrink6.0__peer0.00__top2__memory0.50,1.0,0.5,6.0,0.0,2.0,0.5,0.75,0.25,12,110,110,36,64,90,62.59330152202692,87.58371897654199,0.3341771919994382,70.96195958572918,756.0,777.5637386021492,2.8523463759456633,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.00__top2__memory0.75,temp1.00__decay0.50__shrink6.0__peer0.00__top2__memory0.75,1.0,0.5,6.0,0.0,2.0,0.75,0.75,0.25,12,110,110,35,67,91,62.359693456241985,86.56597071390999,0.34156868895685955,71.08373491881808,756.0,750.1179274276809,-0.7780519275554351,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.00__top2__memory1.00,temp1.00__decay0.50__shrink6.0__peer0.00__top2__memory1.00,1.0,0.5,6.0,0.0,2.0,1.0,0.75,0.25,12,110,110,35,68,92,62.89206026362615,86.23432519835072,0.34477219697569306,72.29050933662559,756.0,722.6721162532127,-4.408450231056518,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.00__top4__memory0.50,temp1.00__decay0.50__shrink6.0__peer0.00__top4__memory0.50,1.0,0.5,6.0,0.0,4.0,0.5,0.75,0.25,12,110,110,38,65,89,63.97460780158586,88.71485448641849,0.34500066537311647,71.52938368848254,756.0,790.5770943150635,4.573689724214749,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.00__top4__memory0.75,temp1.00__decay0.50__shrink6.0__peer0.00__top4__memory0.75,1.0,0.5,6.0,0.0,4.0,0.75,0.75,0.25,12,110,110,36,68,94,64.28834259884653,87.07111564025412,0.3346740064742295,71.56102785166496,756.0,769.6379609970528,1.8039630948482541,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.00__top4__memory1.00,temp1.00__decay0.50__shrink6.0__peer0.00__top4__memory1.00,1.0,0.5,6.0,0.0,4.0,1.0,0.75,0.25,12,110,110,38,66,94,63.88076964645377,87.86343904139073,0.34459683737487,71.89090395299499,756.0,748.6988276790421,-0.9657635345182412,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory0.50,temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory0.50,1.0,0.5,6.0,0.0,,0.5,0.75,0.25,12,110,110,37,63,87,62.59158276600374,92.13855477536268,0.3343572162531935,72.3995356463253,756.0,828.7515073311502,9.623215255443142,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory0.75,temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory0.75,1.0,0.5,6.0,0.0,,0.75,0.75,0.25,12,110,110,36,63,87,62.577037522254884,92.06217291432007,0.3341290596506049,72.29689860260125,756.0,826.8995805211827,9.378251391690826,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory1.00,temp1.00__decay0.50__shrink6.0__peer0.00__topall__memory1.00,1.0,0.5,6.0,0.0,,1.0,0.75,0.25,12,110,110,36,63,87,62.56249227850602,92.09116365666637,0.33390090304801634,72.19915957485827,756.0,825.047653711215,9.133287527938498,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.35__top2__memory0.50,temp1.00__decay0.50__shrink6.0__peer0.35__top2__memory0.50,1.0,0.5,6.0,0.35,2.0,0.5,0.75,0.25,12,110,110,40,65,91,62.351594029895644,89.06446922803016,0.3272495169297039,70.88058251293563,756.0,777.5406998163445,2.849298917505886,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.35__top2__memory0.75,temp1.00__decay0.50__shrink6.0__peer0.35__top2__memory0.75,1.0,0.5,6.0,0.35,2.0,0.75,0.75,0.25,12,110,110,37,67,92,62.60395510059738,88.0192752944961,0.3351949527376291,71.10099055938107,756.0,750.0833692489741,-0.7826231152150631,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.35__top2__memory1.00,temp1.00__decay0.50__shrink6.0__peer0.35__top2__memory1.00,1.0,0.5,6.0,0.35,2.0,1.0,0.75,0.25,12,110,110,35,66,93,62.373795223493815,86.00224546011734,0.3441177973281383,72.35031520872448,756.0,722.6260386816039,-4.414545147935997,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.35__top4__memory0.50,temp1.00__decay0.50__shrink6.0__peer0.35__top4__memory0.50,1.0,0.5,6.0,0.35,4.0,0.5,0.75,0.25,12,110,110,39,64,89,62.500767909901676,90.59788408146602,0.3428741470418223,71.44175599047733,756.0,789.2465765370763,4.397695309137076,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.35__top4__memory0.75,temp1.00__decay0.50__shrink6.0__peer0.35__top4__memory0.75,1.0,0.5,6.0,0.35,4.0,0.75,0.75,0.25,12,110,110,39,66,92,63.67884189062832,89.37207009066044,0.3359465562668949,71.456504414593,756.0,767.6421843300719,1.5399714722317364,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.35__top4__memory1.00,temp1.00__decay0.50__shrink6.0__peer0.35__top4__memory1.00,1.0,0.5,6.0,0.35,4.0,1.0,0.75,0.25,12,110,110,39,67,94,62.84542446574548,87.81945647725233,0.34121384872621374,72.3269255426814,756.0,746.0377921230676,-1.3177523646736031,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory0.50,temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory0.50,1.0,0.5,6.0,0.35,,0.5,0.75,0.25,12,110,110,36,63,87,62.55734951740613,92.02322751673967,0.33433981504991594,72.40033426576342,756.0,828.7816837846584,9.627206849822542,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory0.75,temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory0.75,1.0,0.5,6.0,0.35,,0.75,0.75,0.25,12,110,110,36,63,87,62.525687649358474,92.01533871861125,0.33410295784568855,72.30320719122597,756.0,826.9448452014451,9.384238783259935,recurring_b
temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory1.00,temp1.00__decay0.50__shrink6.0__peer0.35__topall__memory1.00,1.0,0.5,6.0,0.35,,1.0,0.75,0.25,12,110,110,36,63,87,62.4940257813108,92.05174909669483,0.3338661006414612,72.21015943386797,756.0,825.1080066182316,9.141270716697298,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory0.50,temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory0.50,1.0,0.8,2.0,0.0,2.0,0.5,0.75,0.25,12,110,110,38,63,87,62.79349890482196,93.03156640897865,0.326589758888176,72.35752933894601,756.0,795.7346686927029,5.255908557235839,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory0.75,1.0,0.8,2.0,0.0,2.0,0.75,0.75,0.25,12,110,110,37,65,86,63.0818380042102,91.09469039079396,0.3382892042942026,73.03556315419495,756.0,777.374322563512,2.8272913443798955,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory1.00,temp1.00__decay0.80__shrink2.0__peer0.00__top2__memory1.00,1.0,0.8,2.0,0.0,2.0,1.0,0.75,0.25,12,110,110,36,65,88,62.58979213781855,92.3531890864273,0.34924327005427525,74.2192640481229,756.0,759.0139764343209,0.3986741315239223,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory0.50,temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory0.50,1.0,0.8,2.0,0.0,4.0,0.5,0.75,0.25,12,110,110,38,66,88,66.31252648441057,92.0716129525685,0.3322073405505611,72.90616425205512,756.0,807.8872360112846,6.863391006783675,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory0.75,1.0,0.8,2.0,0.0,4.0,0.75,0.75,0.25,12,110,110,38,61,90,65.82831750462267,89.70390507649286,0.34189814275584246,73.64283162466752,756.0,795.6031735413843,5.238515018701628,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory1.00,temp1.00__decay0.80__shrink2.0__peer0.00__top4__memory1.00,1.0,0.8,2.0,0.0,4.0,1.0,0.75,0.25,12,110,110,39,61,90,63.31424180482267,92.42110820324442,0.35217037123304384,74.63359909220526,756.0,783.3191110714838,3.6136390306195505,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory0.50,temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory0.50,1.0,0.8,2.0,0.0,,0.5,0.75,0.25,12,110,110,37,63,87,62.672876867718955,92.27697153982628,0.33485325323508996,72.39702826506885,756.0,828.434435692335,9.581274562478175,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory0.75,1.0,0.8,2.0,0.0,,0.75,0.75,0.25,12,110,110,36,63,87,62.632861317133624,92.477152569195,0.3348731151234497,72.3016866031444,756.0,826.4239730629599,9.315340352243377,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory1.00,temp1.00__decay0.80__shrink2.0__peer0.00__topall__memory1.00,1.0,0.8,2.0,0.0,,1.0,0.75,0.25,12,110,110,36,63,87,62.773423594855146,92.70792910843305,0.33489297701180937,72.21865356863916,756.0,824.4135104335847,9.049406142008564,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.35__top2__memory0.50,temp1.00__decay0.80__shrink2.0__peer0.35__top2__memory0.50,1.0,0.8,2.0,0.35,2.0,0.5,0.75,0.25,12,110,110,38,64,89,62.978140643696435,91.53275054194037,0.3265786920666644,71.36950898219919,756.0,786.4183070344181,4.0235855865632475,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.35__top2__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.35__top2__memory0.75,1.0,0.8,2.0,0.35,2.0,0.75,0.75,0.25,12,110,110,38,66,89,63.10988674049423,88.32791426939352,0.33144163479387834,71.60780968516968,756.0,763.3997800760849,0.9788068883710159,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.35__top2__memory1.00,temp1.00__decay0.80__shrink2.0__peer0.35__top2__memory1.00,1.0,0.8,2.0,0.35,2.0,1.0,0.75,0.25,12,110,110,36,65,91,61.37298526184924,88.49978495329339,0.33854157381608263,72.84651330580125,756.0,740.3812531177513,-2.0659718098212605,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.35__top4__memory0.50,temp1.00__decay0.80__shrink2.0__peer0.35__top4__memory0.50,1.0,0.8,2.0,0.35,4.0,0.5,0.75,0.25,12,110,110,39,65,89,63.26196369412535,91.67300467712116,0.34489527502702566,71.91849934943676,756.0,795.8609651634308,5.272614439607251,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.35__top4__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.35__top4__memory0.75,1.0,0.8,2.0,0.35,4.0,0.75,0.75,0.25,12,110,110,39,64,92,62.37283314257272,89.26857110642466,0.33919535616258595,72.10805983095089,756.0,777.5637672696033,2.852350167936947,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.35__top4__memory1.00,temp1.00__decay0.80__shrink2.0__peer0.35__top4__memory1.00,1.0,0.8,2.0,0.35,4.0,1.0,0.75,0.25,12,110,110,38,64,91,62.2592827484277,90.51139901512582,0.355952418630711,72.578170438479,756.0,759.266569375776,0.43208589626667243,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory0.50,temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory0.50,1.0,0.8,2.0,0.35,,0.5,0.75,0.25,12,110,110,36,63,87,62.606086486098874,92.1096355888453,0.334698800742543,72.4123987387203,756.0,828.6683773401626,9.61221922488923,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory0.75,temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory0.75,1.0,0.8,2.0,0.35,,0.75,0.75,0.25,12,110,110,36,63,87,62.59063203086211,92.29586655241496,0.3346414363846292,72.32512358547237,756.0,826.7748855347011,9.36175734585993,recurring_b
temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory1.00,temp1.00__decay0.80__shrink2.0__peer0.35__topall__memory1.00,1.0,0.8,2.0,0.35,,1.0,0.75,0.25,12,110,110,36,63,87,62.6327119180676,92.48917813873261,0.33458407202671536,72.24618754331944,756.0,824.8813937292398,9.11129546683066,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.00__top2__memory0.50,temp1.00__decay0.80__shrink6.0__peer0.00__top2__memory0.50,1.0,0.8,6.0,0.0,2.0,0.5,0.75,0.25,12,110,110,38,64,90,63.22577708717334,91.3848521572131,0.3342181481628223,71.71247582127407,756.0,784.1615737910589,3.725075898288216,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.00__top2__memory0.75,temp1.00__decay0.80__shrink6.0__peer0.00__top2__memory0.75,1.0,0.8,6.0,0.0,2.0,0.75,0.75,0.25,12,110,110,37,66,89,61.89535033190185,88.89388070500856,0.34315609341833625,72.18506943152217,756.0,760.014680211046,0.5310423559584617,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.00__top2__memory1.00,temp1.00__decay0.80__shrink6.0__peer0.00__top2__memory1.00,1.0,0.8,6.0,0.0,2.0,1.0,0.75,0.25,12,110,110,35,64,90,62.94993805325266,90.5197511872594,0.35279296339104466,73.64838352762054,756.0,735.8677866310329,-2.6629911863713076,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.00__top4__memory0.50,temp1.00__decay0.80__shrink6.0__peer0.00__top4__memory0.50,1.0,0.8,6.0,0.0,4.0,0.5,0.75,0.25,12,110,110,39,65,89,63.22376360799338,91.42414756234875,0.337827706473697,72.22749996875845,756.0,796.1696051142951,5.313439829933215,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.00__top4__memory0.75,temp1.00__decay0.80__shrink6.0__peer0.00__top4__memory0.75,1.0,0.8,6.0,0.0,4.0,0.75,0.75,0.25,12,110,110,38,65,90,62.40316093146873,89.66703654037275,0.3398363887398367,72.60722121702078,756.0,778.0267271959002,2.9135882534259534,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.00__top4__memory1.00,temp1.00__decay0.80__shrink6.0__peer0.00__top4__memory1.00,1.0,0.8,6.0,0.0,4.0,1.0,0.75,0.25,12,110,110,37,68,91,61.961863372475705,90.70363414510949,0.3421089122703781,73.30951011957262,756.0,759.8838492775051,0.5137366769186611,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory0.50,temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory0.50,1.0,0.8,6.0,0.0,,0.5,0.75,0.25,12,110,110,37,63,87,62.6043973675998,92.19415344698436,0.3343490525018862,72.43674525099667,756.0,829.0242904945133,9.659297684459425,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory0.75,temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory0.75,1.0,0.8,6.0,0.0,,0.75,0.75,0.25,12,110,110,36,63,87,62.59625942464896,92.17347795276137,0.334116814023644,72.35261846454107,756.0,827.3087552662271,9.432375035215223,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory1.00,temp1.00__decay0.80__shrink6.0__peer0.00__topall__memory1.00,1.0,0.8,6.0,0.0,,1.0,0.75,0.25,12,110,110,36,63,87,62.58812148169813,92.31771504322192,0.33388457554540174,72.27345272411138,756.0,825.593220037941,9.205452385971036,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.35__top2__memory0.50,temp1.00__decay0.80__shrink6.0__peer0.35__top2__memory0.50,1.0,0.8,6.0,0.35,2.0,0.5,0.75,0.25,12,110,110,40,64,91,61.147818715542726,91.17865693409087,0.3238681972534178,71.05591137973802,756.0,781.3991019157363,3.359669565573586,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.35__top2__memory0.75,temp1.00__decay0.80__shrink6.0__peer0.35__top2__memory0.75,1.0,0.8,6.0,0.35,2.0,0.75,0.75,0.25,12,110,110,40,66,91,61.730482334484876,88.34902337628846,0.3262688343931806,71.17104036313108,756.0,755.8709723980621,-0.017067143113475923,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.35__top2__memory1.00,temp1.00__decay0.80__shrink6.0__peer0.35__top2__memory1.00,1.0,0.8,6.0,0.35,2.0,1.0,0.75,0.25,12,110,110,40,64,92,61.746278590607375,86.5366264301207,0.3408399693165737,72.37311493422897,756.0,730.3428428803878,-3.393803851800553,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.35__top4__memory0.50,temp1.00__decay0.80__shrink6.0__peer0.35__top4__memory0.50,1.0,0.8,6.0,0.35,4.0,0.5,0.75,0.25,12,110,110,39,65,89,62.787117834224816,91.19824498818356,0.34321529146946084,71.63345101909141,756.0,791.7115388239159,4.723748521682001,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.35__top4__memory0.75,temp1.00__decay0.80__shrink6.0__peer0.35__top4__memory0.75,1.0,0.8,6.0,0.35,4.0,0.75,0.75,0.25,12,110,110,38,66,92,62.892061693708925,89.30357373683879,0.33535842229931606,71.68994541973096,756.0,771.3396277603314,2.0290512910491247,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.35__top4__memory1.00,temp1.00__decay0.80__shrink6.0__peer0.35__top4__memory1.00,1.0,0.8,6.0,0.35,4.0,1.0,0.75,0.25,12,110,110,39,67,93,62.31323053068253,88.68323238506433,0.3526458339053927,72.57470514549142,756.0,750.9677166967467,-0.6656459395837672,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory0.50,temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory0.50,1.0,0.8,6.0,0.35,,0.5,0.75,0.25,12,110,110,36,63,87,62.60527487864171,92.06077668814211,0.3343734701990329,72.4388273308679,756.0,829.0719711287314,9.665604646657597,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory0.75,temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory0.75,1.0,0.8,6.0,0.35,,0.75,0.75,0.25,12,110,110,36,63,87,62.56589145802703,92.10573421580128,0.334153440569364,72.36086396139999,756.0,827.3802762175543,9.441835478512472,recurring_b
temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory1.00,temp1.00__decay0.80__shrink6.0__peer0.35__topall__memory1.00,1.0,0.8,6.0,0.35,,1.0,0.75,0.25,12,110,110,36,63,87,62.54763085953555,92.23566835658103,0.3339334109396952,72.28672609939309,756.0,825.6885813063773,9.218066310367364,recurring_b
temp1.00__decay1.00__shrink2.0__peer0.00__top2__memory0.50,temp1.00__decay1.00__shrink2.0__peer0.00__top2__memory0.50,1.0,1.0,2.0,0.0,2.0,0.5,0.75,0.25,12,110,110,38,66,87,63.11122881192105,93.78406021952766,0.33106570767899707,72.6286389021128,756.0,799.6638853542266,5.775646210876539,recurring_b
