sku_id,candidate_source,candidate_model,mean_rolling_3m_wmape_percent,recommended_model,recommended_mean_rolling_3m_wmape_percent,delta_champion_minus_06
81860M67P00000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.15,100.0,Hurdle Random Forest,104.03636082638634,-4.036360826386343
81860M79G10000,06_intermittent_tournament,SBA Croston Tuned,124.49628842844729,SBA Croston Tuned,124.49628842844729,0.0
8211065J01000,06_intermittent_tournament,SBA Croston,97.20127784372208,SBA Croston,97.20127784372208,0.0
82110M55T10000,08_tuned_capped_regression,Extra Trees log1p leaf5 half features,71.87798247320806,Recent Mean 6m,78.22721702317291,-6.349234549964848
82150M820005ES,06_intermittent_tournament,Recent Mean 6m,104.46428571428572,Recent Mean 6m,104.46428571428572,0.0
82160M67P10000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.25,100.0,Recent Mean 6m,115.31531531531532,-15.315315315315317
8220061870000,06_intermittent_tournament,SBA Croston,100.0,SBA Croston,100.0,0.0
82200M84880000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,100.0,TSB,109.97483180063958,-9.974831800639578
8228061810000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,97.77207866075685,Recent Mean 6m,115.75520833333334,-17.983129672576496
8228076872000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,101.20556010626143,TSB,113.99469120737363,-12.789131101112204
82280M79811000,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,70.2940161862722,SBA Croston,97.88666039777588,-27.592644211503682
82302M68P15000,08_tuned_capped_regression,XGBoost Tweedie depth2 reg20 cap15,94.0983550035859,SBA Croston,104.82652672265016,-10.728171719064264
82504M84500000,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,116.84560768841742,TSB,132.33553962299538,-15.489931934577967
82510M53M00000,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,90.68706560449661,SBA Croston,115.80033846786507,-25.113272863368465
82510M60M51000,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,98.1539660051179,SBA Croston,115.92572399927498,-17.771757994157085
82510M75T20000,08_tuned_capped_regression,Extra Trees log1p leaf5 half features,64.97883586281489,Aggregate Allocation,100.0,-35.02116413718511
82570M53810000,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,70.60983522830746,SBA Croston,93.36359559326226,-22.7537603649548
82570M53M00000,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,74.59608378112245,SBA Croston,103.65659008950765,-29.0605063083852
82651M74K00000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.25,88.42050588501533,Aggregate Allocation,96.3380267485004,-7.917520863485066
8276161A00000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,101.63804817808251,Recent Mean 6m,128.84990253411306,-27.211854356030543
82811M75J00000,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,99.19888235632675,SBA Croston,104.97353455305203,-5.774652196725285
8281257LA0ZNL,08_tuned_capped_regression,Hurdle XGBoost threshold 0.30,100.32252846260334,TSB,110.58977073129992,-10.267242268696577
82814M75J00000,06_intermittent_tournament,SBA Croston,112.84009187974716,SBA Croston,112.84009187974716,0.0
82840M68P005PK,06_intermittent_tournament,Hurdle Random Forest,100.0,Hurdle Random Forest,100.0,0.0
8285081A125PK,06_intermittent_tournament,Hurdle Random Forest,100.10057492708404,Hurdle Random Forest,100.10057492708404,0.0
8285081A225PK,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,101.7406509638366,TSB,122.454913801672,-20.714262837835406
8296060G00T01,06_intermittent_tournament,Hurdle Random Forest,100.0,Hurdle Random Forest,100.0,0.0
82960M60G005ES,08_tuned_capped_regression,Random Forest log1p leaf2 sqrt,113.18770092844902,SBA Croston,120.02055801320884,-6.832857084759823
82960M60G00P4Z,06_intermittent_tournament,SBA Croston,105.9596312545258,SBA Croston,105.9596312545258,0.0
82960M60G00V6N,06_intermittent_tournament,Hurdle Random Forest,100.0,Hurdle Random Forest,100.0,0.0
8298265D00P4Z,08_tuned_capped_regression,XGBoost Tweedie depth2 reg20 cap15,119.84992667173579,TSB,196.0677410014077,-76.21781432967192
82982M65D00000,08_tuned_capped_regression,Extra Trees log1p leaf10 sqrt,102.06234925321061,SBA Croston,115.05650942589736,-12.994160172686748
82982M65D005PK,08_tuned_capped_regression,Extra Trees log1p leaf10 sqrt,96.37676516589151,SBA Croston,99.0004733482239,-2.6237081823323933
83101M53M10GCY,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,100.0,TSB,116.09753457249091,-16.097534572490915
8313063JC0C48,06_intermittent_tournament,SBA Croston,100.0,SBA Croston,100.0,0.0
83401M55R01000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,104.19705554904837,Recent Mean 6m,121.8599033816425,-17.662847832594124
83402M79G50000,06_intermittent_tournament,SBA Croston,94.28228554906153,SBA Croston,94.28228554906153,0.0
8344060A00000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.15,92.39803963993414,TSB,110.86393798310726,-18.465898343173123
8366152R01000,06_intermittent_tournament,SBA Croston,109.47821434767576,SBA Croston,109.47821434767576,0.0
83661M68P01000,06_intermittent_tournament,SBA Croston,101.17547001609906,SBA Croston,101.17547001609906,0.0
83665M68P01000,06_intermittent_tournament,SBA Croston,104.5213026641168,SBA Croston,104.5213026641168,0.0
83714M62B00000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,100.0,Hurdle Random Forest,126.53447467927008,-26.534474679270076
83740M62S005PK,08_tuned_capped_regression,Hurdle Random Forest threshold 0.25,100.0,TSB,110.026059043612,-10.026059043611994
83755M74L005PK,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,104.75283926805862,Recent Mean 6m,107.33543417366948,-2.5825949056108612
83770M55T005PK,08_tuned_capped_regression,Hist Poisson lr03 nodes15 reg20,85.5816185703615,Aggregate Allocation,100.0,-14.418381429638501
8381065A00000,06_intermittent_tournament,Hurdle Random Forest,100.0,Hurdle Random Forest,100.0,0.0
8381152R02000,06_intermittent_tournament,SBA Croston,109.8534350505404,SBA Croston,109.8534350505404,0.0
8381165J00000,06_intermittent_tournament,SBA Croston,107.1977244369246,SBA Croston,107.1977244369246,0.0
8381173R00000,08_tuned_capped_regression,Hurdle XGBoost threshold 0.20,91.30325879743393,SBA Croston,105.96158165909414,-14.65832286166021
8381180J00000,08_tuned_capped_regression,Extra Trees log1p leaf5 sqrt,77.15370759279261,SBA Croston Tuned,87.96814443056068,-10.81443683776807
83811M68P00000,06_intermittent_tournament,SBA Croston,100.36295460340052,SBA Croston,100.36295460340052,0.0
83811M74L01000,08_tuned_capped_regression,Hurdle Random Forest threshold 0.35,109.04511550042173,TSB,113.63971635458172,-4.594600854159992
83811M79G11000,08_tuned_capped_regression,XGBoost Tweedie depth2 reg20 cap15,69.55597305734263,SBA Croston,100.16459079903602,-30.608617741693394
8382065A00000,06_intermittent_tournament,Hurdle Random Forest,100.0,Hurdle Random Forest,100.0,0.0
8382165J00000,06_intermittent_tournament,SBA Croston,103.42824461904554,SBA Croston,103.42824461904554,0.0
83821M74L01000,08_tuned_capped_regression,Extra Trees log1p leaf10 sqrt,83.00056552062426,Seasonal SBA Croston,83.73607819809092,-0.7355126774666587
83821M79G11000,06_intermittent_tournament,SBA Croston,103.13585686122072,SBA Croston,103.13585686122072,0.0
8383165J00000,06_intermittent_tournament,SBA Croston,115.32371309123978,SBA Croston,115.32371309123978,0.0
83831M79G00000,06_intermittent_tournament,SBA Croston,107.31199226052372,SBA Croston,107.31199226052372,0.0
8384165J00000,06_intermittent_tournament,SBA Croston,105.24778530599085,SBA Croston,105.24778530599085,0.0
