sku_id,model_key,model,fold_count,backtest_rows,actual_total,forecast_total,absolute_error,bias,horizon_wmape_percent,mean_rolling_3m_wmape_percent,median_rolling_3m_wmape_percent,valid_rolling_3m_windows,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,wmape_valid,selection_score,selection_metric,bias_percent,wmape_band
77230M75L000PG,sba_croston_tuned,SBA Croston Tuned,9,162,172.0,208.1912464661646,138.4896125407672,36.1912464661646,80.51721659346931,108.08816650284155,75.99383831617159,154,108,162,90,True,108.08816650284155,mean_rolling_3m_wmape_percent,21.041422364049186,100_to_200
77230M75L000PG,seasonal_sba_croston,Seasonal SBA Croston,9,162,172.0,208.1912464661646,140.1284144596768,36.1912464661646,81.47000840678884,109.59887733823184,75.89005595835363,154,108,162,96,True,109.59887733823184,mean_rolling_3m_wmape_percent,21.041422364049186,100_to_200
77230M75L000PG,boosted_sba_hybrid,Boosted SBA Hybrid,9,162,172.0,267.37585692531,161.74800977083657,95.37585692530995,94.03954056443987,129.8053824215319,80.3447937980879,154,108,162,126,True,129.8053824215319,mean_rolling_3m_wmape_percent,55.45107960773834,100_to_200
77230M75L000PG,recent_mean_6,Recent Mean 6m,9,162,172.0,291.0,178.33333333333334,119.00000000000001,103.68217054263567,142.606807874665,83.33333333333334,154,108,162,144,True,142.606807874665,mean_rolling_3m_wmape_percent,69.18604651162792,100_to_200
77230M75L000PG,tsb,TSB,9,162,172.0,327.742282671978,196.24674985466964,155.74228267197802,114.09694758992421,160.83687430554983,101.76713337921468,154,108,162,162,True,160.83687430554983,mean_rolling_3m_wmape_percent,90.54783876277791,100_to_200
77230M75L000PG,hurdle_random_forest,Hurdle Random Forest,9,162,172.0,365.64253562705323,221.54741380887768,193.6425356270533,128.806635935394,187.80098272243967,104.10461868379585,154,108,162,162,True,187.80098272243967,mean_rolling_3m_wmape_percent,112.58286955061239,100_to_200
77230M75L000PG,aggregate_allocation,Aggregate Allocation,9,162,172.0,416.1063870525056,269.2856630451205,244.10638705250562,156.56143200297703,232.73549776673897,149.74929628600734,154,108,162,162,True,232.73549776673897,mean_rolling_3m_wmape_percent,141.92231805378233,over_200
7724054P105PK,sba_croston,SBA Croston,9,162,54.0,85.02498560310522,87.61476342833328,31.024985603105215,162.2495619043209,130.97208636528865,149.63265306122452,119,49,162,0,True,130.97208636528865,mean_rolling_3m_wmape_percent,57.45367704278743,100_to_200
7724054P105PK,tsb,TSB,9,162,54.0,124.7662002641134,105.03117913205645,70.76620026411341,194.50218357788233,144.93241971231978,160.69181496822878,119,49,162,36,True,144.93241971231978,mean_rolling_3m_wmape_percent,131.04851900761741,100_to_200
7724054P105PK,recent_mean_6,Recent Mean 6m,9,162,54.0,114.0,108.66666666666669,59.99999999999999,201.23456790123458,156.0259103641457,133.33333333333334,119,49,162,54,True,156.0259103641457,mean_rolling_3m_wmape_percent,111.1111111111111,100_to_200
7724054P105PK,seasonal_sba_croston,Seasonal SBA Croston,9,162,54.0,145.2243144269147,133.4263385764135,91.22431442691472,247.08581217854353,189.2218560447361,136.2372695594499,119,49,162,54,True,189.2218560447361,mean_rolling_3m_wmape_percent,168.93391560539763,100_to_200
7724054P105PK,sba_croston_tuned,SBA Croston Tuned,9,162,54.0,145.2243144269147,133.20307529015986,91.2243144269147,246.6723616484442,189.33995813844183,136.2372695594499,119,49,162,54,True,189.33995813844183,mean_rolling_3m_wmape_percent,168.9339156053976,100_to_200
7724054P105PK,hurdle_random_forest,Hurdle Random Forest,9,162,54.0,170.76597482931993,138.0580471788339,116.76597482931993,255.66305033117388,191.5827081180926,195.47636801835046,119,49,157,93,True,191.5827081180926,mean_rolling_3m_wmape_percent,216.23328672096284,100_to_200
7724054P105PK,aggregate_allocation,Aggregate Allocation,9,162,54.0,198.1886092246242,155.85237666174226,144.18860922462423,288.61551233655973,211.66181703793754,203.06487517888377,119,49,162,119,True,211.66181703793754,mean_rolling_3m_wmape_percent,267.0159430085634,over_200
7724054P105PK,boosted_sba_hybrid,Boosted SBA Hybrid,9,162,54.0,189.0787011202973,168.4201141590529,135.07870112029732,311.8891002945424,235.53551148785368,167.72131297826874,119,49,162,54,True,235.53551148785368,mean_rolling_3m_wmape_percent,250.1457428153654,over_200
7724061M005PK,hurdle_random_forest,Hurdle Random Forest,9,162,16.0,66.35795917113578,65.98023710047357,50.357959171135775,412.3764818779598,111.72976094994732,100.0,33,16,127,0,True,111.72976094994732,mean_rolling_3m_wmape_percent,314.7372448195986,100_to_200
7724061M005PK,tsb,TSB,9,162,16.0,39.736479223041755,45.32575450026961,23.736479223041755,283.2859656266851,112.13678304174019,119.73792655376569,33,16,162,0,True,112.13678304174019,mean_rolling_3m_wmape_percent,148.35299514401098,100_to_200
7724061M005PK,aggregate_allocation,Aggregate Allocation,9,162,16.0,66.5065427325852,65.87460400772349,50.50654273258521,411.7162750482718,113.23565494201496,132.53379138294176,33,16,162,0,True,113.23565494201496,mean_rolling_3m_wmape_percent,315.6658920786576,100_to_200
