model,demand_type,sku_id,sku_wmape
xgboost,smooth,72321M58R10000,29.388463497161865
xgboost,smooth,72321M62S00000,1.3936758041381836
xgboost,smooth,72321M68P00000,0.6306584676106771
xgboost,smooth,72321M76MA0000,3.7743171056111655
xgboost,smooth,72321M81R00000,4.9027204513549805
xgboost,smooth,7232253R01000,40.80006678899129
xgboost,smooth,7232254P00000,81.6396951675415
xgboost,smooth,7232264R00000,9.722793102264404
xgboost,smooth,72322M50S00000,26.975393295288086
xgboost,smooth,72322M62S00000,0.33286094665527344
xgboost,smooth,72322M68P00000,25.8880615234375
xgboost,smooth,72322M76MA0000,39.10689353942871
